    n, quick_cmp, quick_swaps, quick_time, heapsort_cmp, heapsort_swaps, heapsort_time
 1441,     23017,           0,      10173,        25867,              0,         11331
 1442,     22779,           0,      10253,        25918,              0,         11578
 1443,     22110,           0,       9929,        25902,              0,         11454
 1444,     22278,           0,       9895,        25946,              0,         11512
 1445,     22911,           0,      10253,        25942,              0,         11368
 1446,     22487,           0,       9936,        25981,              0,         11412
 1447,     24377,           0,      10770,        25994,              0,         11474
 1448,     23402,           0,      10355,        26017,              0,         11394
 1449,     22009,           0,       9819,        26030,              0,         11400
 1450,     23189,           0,      10221,        26049,              0,         11598
 1451,     22865,           0,      10421,        26103,              0,         11654
 1452,     21448,           0,      10038,        26128,              0,         11903
 1453,     24603,           0,      11061,        26108,              0,         12101
 1454,     23481,           0,      10482,        26163,              0,         11488
 1455,     22675,           0,      10048,        26193,              0,         11485
 1456,     23226,           0,      10344,        26181,              0,         11710
 1457,     22911,           0,      10365,        26196,              0,         11465
 1458,     22831,           0,      10224,        26197,              0,         11704
 1459,     23349,           0,      10488,        26208,              0,         11630
 1460,     24211,           0,      10610,        26265,              0,         11507
 1461,     24247,           0,      10612,        26288,              0,         11510
 1462,     25033,           0,      10907,        26324,              0,         11555
 1463,     22974,           0,      10216,        26364,              0,         11667
 1464,     22914,           0,      10319,        26344,              0,         11782
 1465,     25389,           0,      11460,        26359,              0,         11922
 1466,     22556,           0,      10269,        26393,              0,         11783
 1467,     22676,           0,      10269,        26395,              0,         11863
 1468,     22305,           0,      10327,        26422,              0,         11826
 1469,     22314,           0,      10180,        26483,              0,         11926
 1470,     23003,           0,      10567,        26496,              0,         11881
 1471,     21968,           0,      10146,        26520,              0,         11966
 1472,     22740,           0,      10327,        26503,              0,         12078
 1473,     23652,           0,      10627,        26575,              0,         12236
 1474,     23686,           0,      10871,        26584,              0,         12291
 1475,     24579,           0,      11060,        26589,              0,         12019
 1476,     22614,           0,      10300,        26633,              0,         11885
 1477,     23068,           0,      10361,        26688,              0,         12016
 1478,     24188,           0,      11065,        26665,              0,         12183
 1479,     23419,           0,      10514,        26728,              0,         12181
 1480,     22769,           0,      10374,        26699,              0,         11854
 1481,     24966,           0,      11112,        26716,              0,         12066
 1482,     24188,           0,      11044,        26749,              0,         12133
 1483,     22451,           0,      10143,        26742,              0,         12124
 1484,     22649,           0,      10385,        26795,              0,         12141
 1485,     24309,           0,      11320,        26822,              0,         12614
 1486,     23663,           0,      10762,        26832,              0,         12130
 1487,     23786,           0,      10660,        26869,              0,         11955
 1488,     23811,           0,      10780,        26875,              0,         12028
 1489,     23772,           0,      10673,        26888,              0,         12001
 1490,     23137,           0,      10417,        26890,              0,         11970
 1491,     24755,           0,      11052,        26955,              0,         12058
 1492,     23846,           0,      10710,        26931,              0,         11816
 1493,     23293,           0,      10349,        26982,              0,         11842
 1494,     22670,           0,      10356,        27021,              0,         12081
 1495,     24067,           0,      10839,        27028,              0,         12077
 1496,     23235,           0,      10491,        27031,              0,         11922
 1497,     24098,           0,      10923,        27030,              0,         12157
 1498,     24212,           0,      10862,        27056,              0,         12067
 1499,     22378,           0,      10179,        27114,              0,         12125
 1500,     22547,           0,      10321,        27117,              0,         12175
 1501,     23394,           0,      10627,        27159,              0,         12316
 1502,     24358,           0,      11100,        27164,              0,         12222
 1503,     23750,           0,      10651,        27187,              0,         12054
 1504,     23662,           0,      10528,        27164,              0,         11924
 1505,     23704,           0,      10591,        27267,              0,         12036
 1506,     24233,           0,      10651,        27244,              0,         12096
 1507,     23413,           0,      10412,        27268,              0,         11953
 1508,     22945,           0,      10321,        27257,              0,         12278
 1509,     23661,           0,      10673,        27300,              0,         12175
 1510,     23620,           0,      10977,        27313,              0,         12403
 1511,     24810,           0,      11324,        27345,              0,         12341
 1512,     24024,           0,      10798,        27372,              0,         12178
 1513,     23380,           0,      10704,        27380,              0,         12478
 1514,     24185,           0,      10956,        27384,              0,         12310
 1515,     26082,           0,      11668,        27411,              0,         12233
 1516,     26047,           0,      11661,        27420,              0,         12383
 1517,     24378,           0,      11049,        27474,              0,         12195
 1518,     24347,           0,      11132,        27505,              0,         12153
 1519,     25920,           0,      11540,        27484,              0,         12323
 1520,     25302,           0,      11668,        27524,              0,         12287
 1521,     24361,           0,      10903,        27566,              0,         12408
 1522,     25218,           0,      11389,        27546,              0,         12397
 1523,     24394,           0,      11139,        27607,              0,         12312
 1524,     24531,           0,      10973,        27586,              0,         12450
 1525,     26330,           0,      11733,        27654,              0,         12426
 1526,     24024,           0,      10886,        27609,              0,         12508
 1527,     23572,           0,      11229,        27649,              0,         12987
 1528,     23842,           0,      10989,        27687,              0,         12419
 1529,     23945,           0,      10654,        27690,              0,         12305
 1530,     24466,           0,      10942,        27727,              0,         12413
 1531,     25232,           0,      11241,        27741,              0,         12416
 1532,     24734,           0,      11171,        27759,              0,         12386
 1533,     25476,           0,      11342,        27778,              0,         12403
 1534,     24575,           0,      11065,        27796,              0,         12418
 1535,     24013,           0,      10838,        27841,              0,         12538
 1536,     23936,           0,      10842,        27837,              0,         12449
 1537,     25376,           0,      11349,        27927,              0,         12569
 1538,     25271,           0,      11400,        27912,              0,         13079
 1539,     24772,           0,      11123,        27944,              0,         12512
 1540,     26051,           0,      11606,        27930,              0,         12481
 1541,     25115,           0,      11299,        27976,              0,         12475
 1542,     23819,           0,      10886,        27988,              0,         12516
 1543,     26240,           0,      11802,        27956,              0,         12603
 1544,     25847,           0,      11756,        28012,              0,         12519
 1545,     27446,           0,      12136,        27995,              0,         12665
 1546,     25978,           0,      11809,        28062,              0,         12897
 1547,     24311,           0,      10958,        28133,              0,         12603
 1548,     24164,           0,      11137,        28122,              0,         12582
 1549,     25596,           0,      11385,        28139,              0,         12604
 1550,     25616,           0,      11461,        28150,              0,         12608
 1551,     26996,           0,      12058,        28153,              0,         12676
 1552,     26894,           0,      11823,        28183,              0,         12502
 1553,     25407,           0,      11270,        28204,              0,         12462
 1554,     26506,           0,      11764,        28206,              0,         12517
 1555,     25288,           0,      11150,        28242,              0,         12480
 1556,     25769,           0,      11425,        28269,              0,         12539
 1557,     24832,           0,      11081,        28246,              0,         12497
 1558,     24566,           0,      10995,        28313,              0,         12739
 1559,     24926,           0,      11245,        28343,              0,         12658
 1560,     24375,           0,      11093,        28357,              0,         12996
 1561,     25611,           0,      11626,        28360,              0,         12743
 1562,     24740,           0,      11102,        28435,              0,         12732
 1563,     25500,           0,      11530,        28427,              0,         12871
 1564,     25726,           0,      11426,        28424,              0,         12615
 1565,     25197,           0,      11325,        28445,              0,         12723
 1566,     24279,           0,      11020,        28493,              0,         12645
 1567,     25093,           0,      11328,        28502,              0,         12791
 1568,     24882,           0,      11256,        28504,              0,         12625
 1569,     24972,           0,      11240,        28536,              0,         12828
 1570,     25231,           0,      11379,        28579,              0,         12751
 1571,     24877,           0,      11115,        28583,              0,         12686
 1572,     24876,           0,      11198,        28648,              0,         12616
 1573,     25225,           0,      11367,        28650,              0,         12765
 1574,     25052,           0,      11178,        28664,              0,         12572
 1575,     24377,           0,      10891,        28655,              0,         12701
 1576,     25426,           0,      11469,        28702,              0,         12581
 1577,     24964,           0,      11133,        28724,              0,         12727
 1578,     25399,           0,      11370,        28700,              0,         12768
 1579,     25034,           0,      11265,        28744,              0,         12862
 1580,     26162,           0,      11682,        28744,              0,         12627
 1581,     24660,           0,      11046,        28815,              0,         12650
 1582,     26051,           0,      11456,        28803,              0,         12619
 1583,     25607,           0,      11311,        28847,              0,         12730
 1584,     24346,           0,      11096,        28896,              0,         12741
 1585,     24903,           0,      11043,        28848,              0,         12861
 1586,     24477,           0,      10963,        28897,              0,         12681
 1587,     26558,           0,      11648,        28930,              0,         12720
 1588,     26011,           0,      11688,        28996,              0,         12706
 1589,     24567,           0,      11105,        28952,              0,         12766
 1590,     25482,           0,      11502,        28991,              0,         12804
 1591,     25764,           0,      11344,        29006,              0,         12732
 1592,     26852,           0,      11893,        29048,              0,         12750
 1593,     27395,           0,      12059,        29050,              0,         12974
 1594,     28059,           0,      12207,        29094,              0,         12774
 1595,     25819,           0,      11433,        29071,              0,         12941
 1596,     25527,           0,      11298,        29110,              0,         12882
 1597,     25665,           0,      11584,        29152,              0,         13041
 1598,     25893,           0,      11848,        29165,              0,         12840
 1599,     26217,           0,      11768,        29197,              0,         12907
 1600,     28052,           0,      12534,        29219,              0,         13168
 1601,     25079,           0,      11472,        29237,              0,         13065
 1602,     25315,           0,      11421,        29215,              0,         13101
 1603,     26651,           0,      11976,        29244,              0,         13093
 1604,     26678,           0,      11902,        29287,              0,         13116
 1605,     24338,           0,      11107,        29307,              0,         13116
 1606,     24992,           0,      11347,        29304,              0,         13109
 1607,     25819,           0,      11627,        29339,              0,         13151
 1608,     27832,           0,      12365,        29377,              0,         13153
 1609,     27545,           0,      12226,        29381,              0,         13145
 1610,     27446,           0,      12221,        29412,              0,         13182
 1611,     25607,           0,      11549,        29428,              0,         13164
 1612,     25622,           0,      11555,        29471,              0,         13177
 1613,     26160,           0,      11806,        29487,              0,         13193
 1614,     26125,           0,      11756,        29491,              0,         13195
 1615,     27275,           0,      12171,        29524,              0,         13230
 1616,     27034,           0,      12104,        29572,              0,         13241
 1617,     27351,           0,      12188,        29571,              0,         13221
 1618,     26777,           0,      11943,        29599,              0,         13262
 1619,     26132,           0,      11754,        29625,              0,         13254
 1620,     25847,           0,      11679,        29616,              0,         13267
 1621,     27121,           0,      12111,        29695,              0,         13294
 1622,     30702,           0,      13396,        29680,              0,         13294
 1623,     27378,           0,      12244,        29709,              0,         13294
 1624,     26038,           0,      11755,        29721,              0,         13287
 1625,     25330,           0,      11463,        29720,              0,         13309
 1626,     25440,           0,      11520,        29737,              0,         13320
 1627,     26586,           0,      11920,        29770,              0,         13321
 1628,     25588,           0,      11619,        29824,              0,         13334
 1629,     24645,           0,      11216,        29830,              0,         13345
 1630,     26931,           0,      12075,        29833,              0,         13341
 1631,     26164,           0,      11801,        29832,              0,         13353
 1632,     26107,           0,      11786,        29906,              0,         13297
 1633,     26439,           0,      11893,        29893,              0,         13365
 1634,     26414,           0,      11838,        29930,              0,         13404
 1635,     26269,           0,      11842,        29912,              0,         13483
 1636,     25910,           0,      11565,        29964,              0,         13350
 1637,     25600,           0,      11331,        29994,              0,         13163
 1638,     26487,           0,      12246,        30001,              0,         13225
 1639,     27836,           0,      12438,        30061,              0,         13453
 1640,     26326,           0,      11846,        30058,              0,         13428
 1641,     26468,           0,      11917,        30056,              0,         13388
 1642,     26049,           0,      11748,        30089,              0,         13441
 1643,     26603,           0,      11927,        30121,              0,         13482
 1644,     26056,           0,      11762,        30141,              0,         13498
 1645,     26765,           0,      11999,        30152,              0,         13479
 1646,     26949,           0,      12124,        30175,              0,         13489
 1647,     25676,           0,      11693,        30194,              0,         13503
 1648,     25556,           0,      11580,        30222,              0,         13490
 1649,     26850,           0,      12051,        30238,              0,         13503
 1650,     25699,           0,      11608,        30258,              0,         13518
 1651,     27539,           0,      12279,        30294,              0,         13561
 1652,     27004,           0,      12092,        30262,              0,         13519
 1653,     27627,           0,      12300,        30313,              0,         13550
 1654,     27146,           0,      12164,        30338,              0,         13536
 1655,     27318,           0,      12269,        30344,              0,         13557
 1656,     25607,           0,      11598,        30436,              0,         13576
 1657,     29897,           0,      13125,        30427,              0,         13597
 1658,     28968,           0,      12798,        30417,              0,         13613
 1659,     28193,           0,      12514,        30457,              0,         13603
 1660,     29106,           0,      12846,        30495,              0,         13625
 1661,     27307,           0,      12202,        30523,              0,         13684
 1662,     27730,           0,      12381,        30562,              0,         13648
 1663,     26780,           0,      12037,        30546,              0,         13653
 1664,     26887,           0,      12047,        30548,              0,         13647
 1665,     26009,           0,      11761,        30580,              0,         13670
 1666,     26079,           0,      11860,        30606,              0,         13698
 1667,     26860,           0,      12073,        30603,              0,         13676
 1668,     26854,           0,      12063,        30659,              0,         13714
 1669,     26291,           0,      11861,        30684,              0,         13837
 1670,     26062,           0,      12063,        30653,              0,         13866
 1671,     27542,           0,      12318,        30710,              0,         13708
 1672,     26556,           0,      11981,        30717,              0,         13707
 1673,     26229,           0,      11863,        30734,              0,         13735
 1674,     26107,           0,      12097,        30755,              0,         13473
 1675,     27901,           0,      12190,        30809,              0,         13545
 1676,     28521,           0,      12758,        30791,              0,         13666
 1677,     28120,           0,      12532,        30831,              0,         13845
 1678,     28530,           0,      12657,        30861,              0,         13777
 1679,     29542,           0,      13128,        30894,              0,         13817
 1680,     30292,           0,      13372,        30923,              0,         13831
 1681,     26754,           0,      12083,        30965,              0,         13790
 1682,     26655,           0,      12046,        30960,              0,         13845
 1683,     28218,           0,      12594,        30953,              0,         13880
 1684,     27316,           0,      12279,        30958,              0,         13849
 1685,     28526,           0,      12717,        31019,              0,         13890
 1686,     27409,           0,      12197,        31016,              0,         13610
 1687,     28081,           0,      12470,        31044,              0,         13899
 1688,     26864,           0,      12151,        31064,              0,         13907
 1689,     30196,           0,      13325,        31088,              0,         13904
 1690,     30406,           0,      13334,        31110,              0,         13848
 1691,     27597,           0,      12402,        31154,              0,         13921
 1692,     27353,           0,      12104,        31155,              0,         13690
 1693,     27665,           0,      12358,        31150,              0,         13932
 1694,     27340,           0,      12081,        31160,              0,         13822
 1695,     28819,           0,      12791,        31212,              0,         13875
 1696,     28233,           0,      12478,        31237,              0,         13679
 1697,     27167,           0,      12003,        31283,              0,         13797
 1698,     27650,           0,      12347,        31288,              0,         13898
 1699,     28572,           0,      12596,        31318,              0,         14008
 1700,     28370,           0,      12694,        31333,              0,         13735
 1701,     28569,           0,      12495,        31332,              0,         13751
 1702,     28165,           0,      12543,        31374,              0,         13763
 1703,     28655,           0,      12729,        31364,              0,         13971
 1704,     27352,           0,      12125,        31425,              0,         13751
 1705,     29143,           0,      12697,        31428,              0,         13780
 1706,     26662,           0,      11942,        31481,              0,         13813
 1707,     27461,           0,      12119,        31500,              0,         14013
 1708,     28463,           0,      12701,        31480,              0,         13812
 1709,     26706,           0,      11915,        31494,              0,         14072
 1710,     27181,           0,      12078,        31566,              0,         14117
 1711,     26949,           0,      12228,        31574,              0,         14105
 1712,     27878,           0,      12396,        31585,              0,         13895
 1713,     27337,           0,      12614,        31608,              0,         14125
 1714,     28218,           0,      12526,        31649,              0,         13901
 1715,     27146,           0,      12083,        31687,              0,         13942
 1716,     28250,           0,      12433,        31677,              0,         13890
 1717,     26477,           0,      11919,        31697,              0,         14180
 1718,     28385,           0,      12536,        31716,              0,         13968
 1719,     27678,           0,      12493,        31760,              0,         14236
 1720,     28072,           0,      12488,        31792,              0,         14081
 1721,     31660,           0,      13633,        31768,              0,         14116
 1722,     28880,           0,      12910,        31784,              0,         14256
 1723,     29800,           0,      13077,        31839,              0,         13956
 1724,     28538,           0,      12544,        31858,              0,         13966
 1725,     28871,           0,      12816,        31835,              0,         14240
 1726,     28101,           0,      12548,        31880,              0,         13985
 1727,     28342,           0,      12486,        31926,              0,         14053
 1728,     28585,           0,      12587,        31971,              0,         14032
 1729,     27535,           0,      12194,        31976,              0,         14065
 1730,     27805,           0,      12369,        31981,              0,         14053
 1731,     28313,           0,      12560,        31987,              0,         14015
 1732,     27918,           0,      12326,        31999,              0,         14051
 1733,     28304,           0,      12480,        32067,              0,         14063
 1734,     28059,           0,      12514,        32065,              0,         14349
 1735,     28003,           0,      12632,        32093,              0,         14167
 1736,     30405,           0,      13388,        32118,              0,         14160
 1737,     32281,           0,      13955,        32123,              0,         14099
 1738,     31244,           0,      13552,        32143,              0,         14120
 1739,     30116,           0,      13187,        32184,              0,         14378
 1740,     28954,           0,      12739,        32234,              0,         14187
 1741,     29074,           0,      12794,        32220,              0,         14189
 1742,     27649,           0,      12504,        32219,              0,         14404
 1743,     29926,           0,      13101,        32261,              0,         14232
 1744,     28618,           0,      12749,        32264,              0,         14189
 1745,     28158,           0,      12444,        32237,              0,         14136
 1746,     29627,           0,      12974,        32305,              0,         14412
 1747,     28361,           0,      12834,        32330,              0,         14193
 1748,     27473,           0,      12221,        32331,              0,         14258
 1749,     30861,           0,      13959,        32385,              0,         14540
 1750,     30709,           0,      13634,        32405,              0,         14506
 1751,     28104,           0,      12658,        32405,              0,         14599
 1752,     27900,           0,      12645,        32392,              0,         14528
 1753,     28115,           0,      12491,        32452,              0,         14284
 1754,     28610,           0,      12635,        32480,              0,         14211
 1755,     28605,           0,      12817,        32494,              0,         14521
 1756,     28683,           0,      12902,        32521,              0,         14446
 1757,     27570,           0,      12258,        32529,              0,         14405
 1758,     27390,           0,      12358,        32531,              0,         14360
 1759,     27551,           0,      12532,        32578,              0,         14262
 1760,     27296,           0,      12332,        32601,              0,         14514
 1761,     29514,           0,      13226,        32613,              0,         14579
 1762,     27909,           0,      12412,        32633,              0,         14316
 1763,     28825,           0,      12700,        32632,              0,         14603
 1764,     28306,           0,      12820,        32713,              0,         14627
 1765,     27829,           0,      12629,        32717,              0,         14490
 1766,     28536,           0,      12651,        32730,              0,         14495
 1767,     27801,           0,      12583,        32755,              0,         14368
 1768,     28240,           0,      12549,        32797,              0,         14426
 1769,     27987,           0,      12632,        32782,              0,         14746
 1770,     29839,           0,      13348,        32815,              0,         14649
 1771,     28686,           0,      12864,        32826,              0,         14649
 1772,     29235,           0,      13036,        32808,              0,         14410
 1773,     29597,           0,      13029,        32827,              0,         14406
 1774,     28704,           0,      12938,        32896,              0,         14710
 1775,     29085,           0,      12815,        32938,              0,         14730
 1776,     28905,           0,      12994,        32892,              0,         14479
 1777,     31096,           0,      13530,        32966,              0,         14515
 1778,     32568,           0,      14344,        33004,              0,         14521
 1779,     28851,           0,      12758,        32999,              0,         14657
 1780,     28671,           0,      12774,        33047,              0,         14492
 1781,     29935,           0,      13274,        33094,              0,         14797
 1782,     28275,           0,      12686,        33066,              0,         14549
 1783,     31963,           0,      13864,        33064,              0,         14812
 1784,     29307,           0,      13340,        33107,              0,         14725
 1785,     29171,           0,      13131,        33130,              0,         14587
 1786,     28804,           0,      12754,        33159,              0,         14575
 1787,     29424,           0,      13013,        33203,              0,         14590
 1788,     29160,           0,      12868,        33166,              0,         14546
 1789,     29071,           0,      12815,        33189,              0,         14561
 1790,     29668,           0,      13223,        33253,              0,         14873
 1791,     29443,           0,      13230,        33282,              0,         14892
 1792,     28371,           0,      12853,        33240,              0,         14865
 1793,     28858,           0,      13008,        33253,              0,         14624
 1794,     29145,           0,      13087,        33326,              0,         14762
 1795,     29721,           0,      13288,        33311,              0,         14652
 1796,     29344,           0,      13025,        33360,              0,         14675
 1797,     28791,           0,      12801,        33374,              0,         14951
 1798,     29420,           0,      13226,        33444,              0,         14988
 1799,     29809,           0,      13158,        33414,              0,         14852
 1800,     29608,           0,      13317,        33473,              0,         15007
 1801,     28887,           0,      13082,        33465,              0,         14991
 1802,     30580,           0,      13662,        33518,              0,         15045
 1803,     29961,           0,      13349,        33531,              0,         14944
 1804,     29352,           0,      13210,        33535,              0,         15029
 1805,     29440,           0,      13212,        33572,              0,         15047
 1806,     29708,           0,      13226,        33559,              0,         15037
 1807,     29225,           0,      13164,        33578,              0,         15040
 1808,     28617,           0,      12951,        33602,              0,         14774
 1809,     29286,           0,      12982,        33668,              0,         14795
 1810,     28457,           0,      12885,        33704,              0,         15127
 1811,     29356,           0,      13207,        33691,              0,         15075
 1812,     29965,           0,      13293,        33726,              0,         14816
 1813,     29331,           0,      13220,        33698,              0,         15103
 1814,     30615,           0,      13633,        33759,              0,         15065
 1815,     29861,           0,      13398,        33752,              0,         15105
 1816,     30843,           0,      13979,        33792,              0,         15160
 1817,     29400,           0,      13279,        33836,              0,         15157
 1818,     30077,           0,      13672,        33796,              0,         15224
 1819,     30674,           0,      13716,        33884,              0,         14906
 1820,     29848,           0,      13159,        33907,              0,         14981
 1821,     28822,           0,      12784,        33943,              0,         15058
 1822,     28341,           0,      12648,        33928,              0,         14958
 1823,     31024,           0,      13987,        33906,              0,         15340
 1824,     28441,           0,      12950,        33941,              0,         15236
 1825,     28842,           0,      13082,        34009,              0,         15192
 1826,     28629,           0,      12776,        33980,              0,         14935
 1827,     29340,           0,      13154,        33991,              0,         15193
 1828,     31905,           0,      13941,        34040,              0,         15166
 1829,     30828,           0,      13684,        34096,              0,         14972
 1830,     30605,           0,      13441,        34090,              0,         14973
 1831,     29549,           0,      13365,        34124,              0,         15267
 1832,     30219,           0,      13341,        34141,              0,         14987
 1833,     29932,           0,      13277,        34189,              0,         15183
 1834,     31042,           0,      13838,        34173,              0,         15294
 1835,     30608,           0,      13441,        34186,              0,         15097
 1836,     29614,           0,      13289,        34201,              0,         15017
 1837,     28487,           0,      12714,        34228,              0,         15124
 1838,     29324,           0,      13241,        34217,              0,         15202
 1839,     29475,           0,      13053,        34286,              0,         15075
 1840,     31160,           0,      13926,        34349,              0,         15076
 1841,     29614,           0,      13089,        34351,              0,         15108
 1842,     29983,           0,      13384,        34352,              0,         15387
 1843,     30841,           0,      13813,        34371,              0,         15348
 1844,     29746,           0,      13616,        34396,              0,         15698
 1845,     29885,           0,      13441,        34411,              0,         15463
 1846,     30114,           0,      13622,        34429,              0,         15361
 1847,     29488,           0,      13356,        34452,              0,         15393
 1848,     30318,           0,      13698,        34485,              0,         15558
 1849,     31415,           0,      14362,        34490,              0,         15743
 1850,     32691,           0,      14632,        34571,              0,         15691
 1851,     30022,           0,      13467,        34545,              0,         15455
 1852,     31675,           0,      14266,        34569,              0,         15699
 1853,     31576,           0,      14165,        34604,              0,         15700
 1854,     32688,           0,      14723,        34587,              0,         15682
 1855,     33314,           0,      14733,        34645,              0,         15545
 1856,     32357,           0,      14456,        34653,              0,         15519
 1857,     29717,           0,      13447,        34678,              0,         15525
 1858,     30133,           0,      13595,        34706,              0,         15538
 1859,     32549,           0,      14454,        34735,              0,         15599
 1860,     31085,           0,      14022,        34743,              0,         15646
 1861,     29621,           0,      13550,        34744,              0,         15675
 1862,     29654,           0,      13612,        34804,              0,         15761
 1863,     30667,           0,      13969,        34836,              0,         15642
 1864,     30021,           0,      13571,        34808,              0,         15760
 1865,     28794,           0,      13277,        34826,              0,         15748
 1866,     30098,           0,      13573,        34868,              0,         15563
 1867,     32155,           0,      14298,        34905,              0,         15484
 1868,     32144,           0,      14363,        34929,              0,         15705
 1869,     30093,           0,      13602,        34973,              0,         15643
 1870,     30330,           0,      13669,        34968,              0,         15670
 1871,     31239,           0,      13978,        34967,              0,         15620
 1872,     30765,           0,      13797,        35037,              0,         15706
 1873,     30362,           0,      13509,        35060,              0,         15465
 1874,     30975,           0,      13783,        35058,              0,         15810
 1875,     30483,           0,      13906,        35081,              0,         15882
 1876,     31571,           0,      14135,        35113,              0,         15844
 1877,     30983,           0,      14053,        35123,              0,         15700
 1878,     32177,           0,      14312,        35131,              0,         15739
 1879,     30849,           0,      14081,        35149,              0,         15874
 1880,     30064,           0,      13733,        35163,              0,         15601
 1881,     30439,           0,      13863,        35224,              0,         15596
 1882,     29326,           0,      13511,        35255,              0,         15830
 1883,     33368,           0,      14665,        35270,              0,         15615
 1884,     33440,           0,      14748,        35242,              0,         15642
 1885,     33075,           0,      15130,        35251,              0,         16193
 1886,     33866,           0,      15253,        35278,              0,         15751
 1887,     31898,           0,      14203,        35356,              0,         15958
 1888,     31336,           0,      14126,        35343,              0,         15910
 1889,     30709,           0,      13863,        35358,              0,         15903
 1890,     32751,           0,      14636,        35417,              0,         15991
 1891,     31529,           0,      14358,        35434,              0,         15874
 1892,     33702,           0,      15034,        35417,              0,         16109
 1893,     31049,           0,      14194,        35486,              0,         16012
 1894,     31192,           0,      14076,        35431,              0,         15939
 1895,     30998,           0,      14013,        35547,              0,         16111
 1896,     30434,           0,      13967,        35558,              0,         15917
 1897,     30049,           0,      13672,        35580,              0,         16120
 1898,     29999,           0,      13753,        35563,              0,         15991
 1899,     29863,           0,      13462,        35584,              0,         15849
 1900,     29682,           0,      13494,        35623,              0,         16023
 1901,     30155,           0,      13600,        35617,              0,         15819
 1902,     29252,           0,      13293,        35633,              0,         15861
 1903,     32220,           0,      14559,        35663,              0,         15930
 1904,     35532,           0,      15583,        35677,              0,         15898
 1905,     32592,           0,      14587,        35741,              0,         16100
 1906,     32442,           0,      14477,        35765,              0,         16156
 1907,     31687,           0,      14249,        35771,              0,         15905
 1908,     31744,           0,      14185,        35757,              0,         15930
 1909,     32658,           0,      14572,        35787,              0,         16041
 1910,     30928,           0,      14000,        35817,              0,         15991
 1911,     31357,           0,      14259,        35852,              0,         16162
 1912,     30645,           0,      13983,        35854,              0,         16031
 1913,     30417,           0,      13866,        35862,              0,         16142
 1914,     32626,           0,      14596,        35928,              0,         16057
 1915,     31732,           0,      14438,        35949,              0,         16243
 1916,     30727,           0,      13848,        35991,              0,         16160
 1917,     31249,           0,      14103,        35999,              0,         16208
 1918,     30229,           0,      14054,        35962,              0,         16189
 1919,     31289,           0,      14073,        36014,              0,         16191
 1920,     34972,           0,      15545,        36030,              0,         16165
 1921,     30814,           0,      13819,        36080,              0,         16120
 1922,     31183,           0,      13921,        36069,              0,         16316
 1923,     31754,           0,      14446,        36110,              0,         16153
 1924,     32495,           0,      14503,        36117,              0,         16189
 1925,     32665,           0,      14636,        36167,              0,         16183
 1926,     31764,           0,      14325,        36192,              0,         16229
 1927,     31419,           0,      14180,        36193,              0,         16308
 1928,     34010,           0,      15100,        36213,              0,         16262
 1929,     32859,           0,      14700,        36259,              0,         16277
 1930,     32839,           0,      14637,        36225,              0,         16213
 1931,     32868,           0,      14710,        36279,              0,         16247
 1932,     32898,           0,      14698,        36311,              0,         16252
 1933,     31992,           0,      14341,        36343,              0,         16263
 1934,     30942,           0,      14029,        36358,              0,         16295
 1935,     31406,           0,      14226,        36387,              0,         16389
 1936,     33968,           0,      15166,        36419,              0,         16421
 1937,     31755,           0,      14403,        36459,              0,         16413
 1938,     31731,           0,      14376,        36456,              0,         16407
 1939,     30316,           0,      13879,        36479,              0,         16446
 1940,     30870,           0,      14083,        36488,              0,         16481
 1941,     32110,           0,      14548,        36511,              0,         16473
 1942,     33323,           0,      15003,        36521,              0,         16448
 1943,     32793,           0,      14727,        36564,              0,         16337
 1944,     31832,           0,      14351,        36602,              0,         16383
 1945,     33492,           0,      14952,        36608,              0,         16378
 1946,     31716,           0,      14384,        36612,              0,         16498
 1947,     32259,           0,      14594,        36631,              0,         16503
 1948,     31560,           0,      14739,        36697,              0,         16576
 1949,     30739,           0,      13964,        36702,              0,         16595
 1950,     32235,           0,      14467,        36717,              0,         16367
 1951,     32432,           0,      14523,        36733,              0,         16386
 1952,     32134,           0,      14604,        36736,              0,         16436
 1953,     31552,           0,      14341,        36781,              0,         16610
 1954,     31876,           0,      14402,        36803,              0,         16463
 1955,     32724,           0,      14687,        36837,              0,         16600
 1956,     30799,           0,      14115,        36844,              0,         16453
 1957,     33301,           0,      14846,        36857,              0,         16379
 1958,     32489,           0,      14498,        36899,              0,         16598
