    n, quick_cmp, quick_swaps, quick_time, heapsort_cmp, heapsort_swaps, heapsort_time
 4614,     88385,           0,      39997,        98166,              0,         44672
 4615,     85689,           0,      38546,        98171,              0,         44925
 4616,     85665,           0,      39131,        98215,              0,         44833
 4617,     85303,           0,      38034,        98251,              0,         45013
 4618,     86854,           0,      39898,        98291,              0,         54980
 4619,     90840,           0,      40269,        98297,              0,         44689
 4620,     89364,           0,      39739,        98340,              0,         44682
 4621,     87572,           0,      39114,        98409,              0,         45474
 4622,     90786,           0,      40081,        98368,              0,         44315
 4623,     87274,           0,      39174,        98325,              0,         45554
 4624,     92081,           0,      42181,        98433,              0,         45929
 4625,     86632,           0,      39642,        98414,              0,         45248
 4626,     87282,           0,      39175,        98518,              0,         45332
 4627,     86565,           0,      39484,        98482,              0,         46254
 4628,     86906,           0,      40220,        98450,              0,         46449
 4629,     86123,           0,      40022,        98510,              0,         46395
 4630,     88070,           0,      40791,        98531,              0,         46259
 4631,     84230,           0,      38897,        98626,              0,         46900
 4632,     85770,           0,      39251,        98609,              0,         46235
 4633,     84217,           0,      38777,        98645,              0,         46423
 4634,     84137,           0,      38935,        98666,              0,         46092
 4635,     85598,           0,      39754,        98680,              0,         45967
 4636,     85606,           0,      39350,        98699,              0,         46190
 4637,     86313,           0,      39298,        98724,              0,         46183
 4638,     83826,           0,      38983,        98752,              0,         46614
 4639,     87302,           0,      39209,        98856,              0,         45062
 4640,     87094,           0,      39884,        98753,              0,         45707
 4641,     86520,           0,      38858,        98797,              0,         44574
 4642,     87121,           0,      38840,        98830,              0,         45007
 4643,     83952,           0,      38175,        98844,              0,         45617
 4644,     82939,           0,      37824,        98921,              0,         45440
 4645,     88865,           0,      39772,        98927,              0,         45183
 4646,     89841,           0,      40679,        98919,              0,         45593
 4647,     91376,           0,      41151,        98997,              0,         45521
 4648,     89811,           0,      40422,        99070,              0,         46076
 4649,     87177,           0,      39739,        99119,              0,         45595
 4650,     86795,           0,      39736,        99081,              0,         45604
 4651,     86617,           0,      39476,        99069,              0,         46515
 4652,     84001,           0,      38685,        99112,              0,         46815
 4653,     86408,           0,      39328,        99146,              0,         46010
 4654,     85263,           0,      39085,        99175,              0,         46386
 4655,     87907,           0,      40494,        99169,              0,         46306
 4656,     88905,           0,      40050,        99265,              0,         45916
 4657,     87646,           0,      39730,        99217,              0,         45936
 4658,     87092,           0,      39381,        99315,              0,         46031
 4659,     88450,           0,      39889,        99249,              0,         45867
 4660,     89345,           0,      40707,        99299,              0,         45255
 4661,     89005,           0,      39387,        99301,              0,         45345
 4662,     88779,           0,      40251,        99353,              0,         45102
 4663,     90777,           0,      40488,        99470,              0,         45631
 4664,     89131,           0,      40032,        99392,              0,         45796
 4665,     90101,           0,      40256,        99426,              0,         45078
 4666,     85878,           0,      38652,        99394,              0,         45371
 4667,     85922,           0,      38699,        99490,              0,         45519
 4668,     86793,           0,      39021,        99528,              0,         45337
 4669,     91491,           0,      40430,        99544,              0,         45511
 4670,     90606,           0,      40547,        99572,              0,         45480
 4671,     92225,           0,      41049,        99552,              0,         45039
 4672,     95908,           0,      42268,        99573,              0,         45418
 4673,     88837,           0,      39685,        99651,              0,         45450
 4674,     87042,           0,      39298,        99675,              0,         45529
 4675,     88492,           0,      39669,        99670,              0,         45566
 4676,     92073,           0,      40930,        99724,              0,         45526
 4677,     90167,           0,      40386,        99729,              0,         45418
 4678,     87762,           0,      39224,        99730,              0,         45432
 4679,     86896,           0,      39134,        99831,              0,         45536
 4680,     90746,           0,      40544,        99848,              0,         45626
 4681,     88658,           0,      39991,        99886,              0,         45499
 4682,     87874,           0,      39418,        99869,              0,         45294
 4683,     87779,           0,      39481,        99864,              0,         45411
 4684,     85380,           0,      38541,        99910,              0,         45614
 4685,     88954,           0,      39873,        99934,              0,         46119
 4686,     90098,           0,      41676,        99959,              0,         45578
 4687,     89913,           0,      40156,        99941,              0,         45702
 4688,     86067,           0,      38870,        99992,              0,         45690
 4689,     85315,           0,      38532,       100014,              0,         45643
 4690,     86022,           0,      38892,       100062,              0,         45690
 4691,     86733,           0,      39105,       100092,              0,         45811
 4692,     84913,           0,      39523,       100119,              0,         45673
 4693,     88971,           0,      40030,       100111,              0,         46320
 4694,     88833,           0,      39966,       100144,              0,         45704
 4695,     88146,           0,      39643,       100169,              0,         48256
 4696,     86357,           0,      41616,       100178,              0,         50076
 4697,     92856,           0,      42837,       100237,              0,         51850
 4698,     91527,           0,      42273,       100295,              0,         47958
 4699,     86428,           0,      40684,       100337,              0,         48463
 4700,     86791,           0,      41954,       100235,              0,         51223
 4701,     86438,           0,      40745,       100304,              0,         53084
 4702,     87411,           0,      42381,       100292,              0,         51208
 4703,     86664,           0,      45821,       100357,              0,         59829
 4704,     88730,           0,      49644,       100360,              0,         51937
 4705,     94461,           0,      47073,       100438,              0,         51774
 4706,     91203,           0,      43080,       100456,              0,         51959
 4707,     85405,           0,      41839,       100463,              0,         52056
 4708,     85848,           0,      47372,       100543,              0,         50332
 4709,     90015,           0,      43721,       100526,              0,         50678
 4710,     91302,           0,      44626,       100492,              0,         48706
 4711,     94470,           0,      45830,       100594,              0,         53836
 4712,     94987,           0,      43529,       100545,              0,         49265
 4713,     88283,           0,      40326,       100618,              0,         53668
 4714,     90934,           0,      40915,       100632,              0,         47497
 4715,     89070,           0,      40277,       100604,              0,         45381
 4716,     89290,           0,      39805,       100605,              0,         45876
 4717,     86578,           0,      40147,       100656,              0,         46633
 4718,     86769,           0,      39337,       100668,              0,         46004
 4719,     89564,           0,      40286,       100741,              0,         46148
 4720,     91206,           0,      40631,       100827,              0,         46356
 4721,     90646,           0,      40925,       100772,              0,         46962
 4722,     90222,           0,      41018,       100810,              0,         47095
 4723,     94604,           0,      42658,       100847,              0,         46595
 4724,     93739,           0,      42325,       100921,              0,         46104
 4725,     92229,           0,      41186,       100893,              0,         45993
 4726,     90505,           0,      40472,       100981,              0,         45965
 4727,     86325,           0,      39010,       100937,              0,         46036
 4728,     87394,           0,      39312,       100986,              0,         45980
 4729,     91280,           0,      40730,       100970,              0,         45794
 4730,     90981,           0,      41033,       101036,              0,         46258
 4731,     90370,           0,      40421,       101079,              0,         45932
 4732,     92368,           0,      41482,       101110,              0,         46632
 4733,     87572,           0,      40176,       101126,              0,         46837
 4734,     88184,           0,      40401,       101146,              0,         47093
 4735,     86392,           0,      39791,       101157,              0,         47323
 4736,     86361,           0,      39359,       101206,              0,         45896
 4737,     91390,           0,      41509,       101189,              0,         47225
 4738,     88843,           0,      40651,       101293,              0,         47324
 4739,     94529,           0,      42866,       101186,              0,         47046
 4740,     95172,           0,      42650,       101274,              0,         47040
 4741,     92481,           0,      42194,       101277,              0,         47209
 4742,     89350,           0,      40988,       101357,              0,         47314
 4743,     90372,           0,      41055,       101412,              0,         47046
 4744,     89349,           0,      40851,       101406,              0,         46841
 4745,     87201,           0,      39898,       101433,              0,         46855
 4746,     87361,           0,      40366,       101470,              0,         47341
 4747,     96837,           0,      43098,       101499,              0,         46890
 4748,     90692,           0,      40718,       101558,              0,         47051
 4749,     86992,           0,      39916,       101521,              0,         47461
 4750,     89197,           0,      40928,       101623,              0,         47482
 4751,     95127,           0,      43258,       101555,              0,         55120
 4752,     93892,           0,      42973,       101604,              0,         47783
 4753,     92847,           0,      42435,       101630,              0,         47522
 4754,     91712,           0,      41412,       101660,              0,         47520
 4755,     87584,           0,      40174,       101671,              0,         46296
 4756,     88897,           0,      39867,       101716,              0,         46452
 4757,     91651,           0,      40886,       101738,              0,         46487
 4758,     88604,           0,      39809,       101791,              0,         46396
 4759,     87718,           0,      39485,       101787,              0,         46424
 4760,     89309,           0,      40051,       101758,              0,         46215
 4761,     90208,           0,      40241,       101798,              0,         46154
 4762,     91144,           0,      40455,       101811,              0,         45957
 4763,     90214,           0,      40598,       101930,              0,         46303
 4764,     91085,           0,      40552,       101872,              0,         46326
 4765,     90930,           0,      40438,       101856,              0,         46374
 4766,     90879,           0,      40838,       101971,              0,         47339
 4767,     89399,           0,      41099,       102002,              0,         47911
 4768,     89704,           0,      41153,       102034,              0,         47886
 4769,     90022,           0,      41528,       101991,              0,         47745
 4770,     94961,           0,      42877,       101992,              0,         50468
 4771,     88996,           0,      40733,       102030,              0,         47734
 4772,     88777,           0,      40830,       102048,              0,         48284
 4773,     90498,           0,      41329,       102111,              0,         47547
 4774,     89342,           0,      41134,       102109,              0,         47982
 4775,     93516,           0,      42580,       102108,              0,         47810
 4776,     93079,           0,      42161,       102112,              0,         47609
 4777,     88017,           0,      40247,       102203,              0,         47373
 4778,     89648,           0,      40912,       102227,              0,         46643
 4779,     92840,           0,      41618,       102212,              0,         46671
 4780,     90388,           0,      40598,       102277,              0,         46612
 4781,     88814,           0,      39874,       102319,              0,         46300
 4782,     88246,           0,      39802,       102309,              0,         46708
 4783,    101948,           0,      44769,       102276,              0,         46696
 4784,    100365,           0,      44214,       102353,              0,         47830
 4785,     92922,           0,      42587,       102486,              0,         48629
 4786,     91920,           0,      41963,       102388,              0,         47632
 4787,     87572,           0,      40736,       102430,              0,         47795
 4788,     89708,           0,      41094,       102468,              0,         47975
 4789,     92334,           0,      42460,       102519,              0,         48064
 4790,     90498,           0,      41527,       102478,              0,         47936
 4791,     91233,           0,      41574,       102516,              0,         48290
 4792,     91159,           0,      41472,       102566,              0,         48021
 4793,     93565,           0,      42056,       102545,              0,         47684
 4794,     91538,           0,      41822,       102576,              0,         48137
 4795,     92533,           0,      41900,       102590,              0,         47873
 4796,     94019,           0,      42862,       102636,              0,         48182
 4797,     96152,           0,      43606,       102639,              0,         48108
 4798,     96581,           0,      43567,       102665,              0,         48154
 4799,     94315,           0,      43841,       102724,              0,         48977
 4800,     92846,           0,      41432,       102823,              0,         46907
 4801,     88012,           0,      39863,       102785,              0,         47150
 4802,     86700,           0,      39328,       102854,              0,         47086
 4803,     88621,           0,      40055,       102845,              0,         46816
 4804,     90218,           0,      40256,       102900,              0,         46432
 4805,     91140,           0,      40621,       102848,              0,         46745
 4806,     91984,           0,      40961,       102849,              0,         46625
 4807,     88634,           0,      40107,       102952,              0,         46813
 4808,     88656,           0,      39925,       102967,              0,         46946
 4809,     95264,           0,      42119,       102938,              0,         46608
 4810,     92547,           0,      40861,       102958,              0,         47177
 4811,     91065,           0,      40973,       103026,              0,         47379
 4812,     88658,           0,      40205,       103006,              0,         47333
 4813,     88514,           0,      39767,       103014,              0,         46650
 4814,     92148,           0,      40883,       103078,              0,         46749
 4815,    101934,           0,      44466,       103060,              0,         46754
 4816,     89122,           0,      39908,       103106,              0,         46913
 4817,     92938,           0,      41601,       103185,              0,         47079
 4818,     96608,           0,      43706,       103202,              0,         47707
 4819,     90052,           0,      41241,       103225,              0,         48388
 4820,     96776,           0,      43393,       103256,              0,         47083
 4821,     94426,           0,      41780,       103267,              0,         47313
 4822,     91619,           0,      40720,       103268,              0,         46919
 4823,     95376,           0,      42294,       103325,              0,         47582
 4824,     91940,           0,      41564,       103331,              0,         47940
 4825,     93468,           0,      42190,       103362,              0,         47485
 4826,     94381,           0,      42398,       103379,              0,         46980
 4827,     93352,           0,      41570,       103402,              0,         47009
 4828,     91622,           0,      40791,       103402,              0,         46958
 4829,     91912,           0,      41796,       103466,              0,         47833
 4830,     91641,           0,      41361,       103505,              0,         47323
 4831,     90776,           0,      40894,       103482,              0,         47398
 4832,     93853,           0,      42236,       103529,              0,         47485
 4833,     90020,           0,      40541,       103541,              0,         47145
 4834,     90388,           0,      40751,       103563,              0,         47468
 4835,     87760,           0,      39958,       103597,              0,         47491
 4836,     90290,           0,      40967,       103641,              0,         47463
 4837,     89286,           0,      40364,       103686,              0,         46941
 4838,     90967,           0,      40956,       103671,              0,         47129
 4839,    100472,           0,      44117,       103731,              0,         47358
 4840,     98037,           0,      43866,       103736,              0,         47536
 4841,     89067,           0,      40303,       103738,              0,         47129
 4842,     88678,           0,      40016,       103782,              0,         47387
 4843,     94046,           0,      42292,       103804,              0,         47315
 4844,     97207,           0,      43037,       103842,              0,         47313
 4845,     93033,           0,      41592,       103861,              0,         47466
 4846,     93201,           0,      41707,       103897,              0,         47758
 4847,     91360,           0,      41048,       103917,              0,         47477
 4848,     91831,           0,      41363,       103931,              0,         49983
 4849,     92459,           0,      41718,       103970,              0,         47594
 4850,     90085,           0,      40749,       103925,              0,         47475
 4851,     92757,           0,      41809,       103976,              0,         48382
 4852,     92261,           0,      41315,       104074,              0,         47131
 4853,     97193,           0,      42913,       104067,              0,         48078
 4854,     95834,           0,      42829,       104088,              0,         47694
 4855,    101900,           0,      44775,       104112,              0,         47683
 4856,     97476,           0,      43245,       104147,              0,         47714
 4857,     90422,           0,      40642,       104180,              0,         47694
 4858,     91879,           0,      41085,       104173,              0,         47373
 4859,     94431,           0,      42067,       104231,              0,         47776
 4860,     93376,           0,      43251,       104266,              0,         48346
 4861,     95874,           0,      42848,       104237,              0,         47971
 4862,     94601,           0,      42608,       104310,              0,         47926
 4863,     90914,           0,      41105,       104266,              0,         47673
 4864,     89660,           0,      40742,       104340,              0,         47841
 4865,     97086,           0,      43112,       104366,              0,         47936
 4866,    102886,           0,      47548,       104444,              0,         47965
 4867,     94128,           0,      41796,       104491,              0,         47643
 4868,     90262,           0,      40274,       104418,              0,         47454
 4869,     96826,           0,      43398,       104438,              0,         47503
 4870,     96650,           0,      42490,       104481,              0,         47427
 4871,     96175,           0,      42449,       104483,              0,         47878
 4872,     91207,           0,      41052,       104537,              0,         47913
 4873,     92499,           0,      42138,       104594,              0,         48386
 4874,     91844,           0,      41454,       104559,              0,         47986
 4875,     91565,           0,      41662,       104597,              0,         47801
 4876,     93046,           0,      41496,       104604,              0,         47900
 4877,     96931,           0,      42978,       104685,              0,         48022
 4878,     97226,           0,      43097,       104697,              0,         47820
 4879,     94357,           0,      42402,       104717,              0,         49264
 4880,     94699,           0,      46536,       104732,              0,         47822
 4881,     91245,           0,      41186,       104768,              0,         47653
 4882,     91701,           0,      41066,       104788,              0,         49178
 4883,     94284,           0,      42384,       104855,              0,         48527
 4884,     93666,           0,      42621,       104819,              0,         48194
 4885,     90264,           0,      41017,       104836,              0,         47823
 4886,     92025,           0,      41418,       104913,              0,         48022
 4887,    101138,           0,      44692,       104916,              0,         47932
 4888,     95165,           0,      42563,       104949,              0,         47633
 4889,     90798,           0,      40892,       104899,              0,         47947
 4890,     91943,           0,      41325,       104997,              0,         48009
 4891,     91723,           0,      41226,       104935,              0,         47542
 4892,     92369,           0,      41436,       105009,              0,         48075
 4893,     88135,           0,      39746,       105030,              0,         49866
 4894,     92658,           0,      41959,       105080,              0,         47792
 4895,     99727,           0,      44271,       105109,              0,         47760
 4896,     97577,           0,      43082,       105110,              0,         49018
 4897,     91420,           0,      40903,       105144,              0,         47739
 4898,     91379,           0,      40869,       105160,              0,         47618
 4899,     99276,           0,      43645,       105241,              0,         47605
 4900,     96228,           0,      42530,       105268,              0,         47781
 4901,     94964,           0,      42135,       105276,              0,         48117
 4902,     95439,           0,      42592,       105235,              0,         48114
 4903,     98435,           0,      43797,       105277,              0,         48303
 4904,     92568,           0,      41769,       105297,              0,         48518
 4905,     95183,           0,      42577,       105335,              0,         48207
 4906,     91888,           0,      42598,       105310,              0,         48518
 4907,     94657,           0,      42422,       105367,              0,         47897
 4908,     95127,           0,      42323,       105454,              0,         48090
 4909,     92849,           0,      41463,       105465,              0,         48135
 4910,     96236,           0,      42659,       105453,              0,         47951
 4911,     99580,           0,      43753,       105487,              0,         47693
 4912,     94827,           0,      42315,       105528,              0,         47708
 4913,     94482,           0,      42131,       105570,              0,         47995
 4914,     95464,           0,      42640,       105569,              0,         48228
 4915,     92713,           0,      41519,       105591,              0,         58856
 4916,     91572,           0,      42897,       105604,              0,         47974
 4917,     97868,           0,      43559,       105647,              0,         47943
 4918,     92979,           0,      41565,       105636,              0,         48748
 4919,     96636,           0,      42809,       105715,              0,         48077
 4920,     92344,           0,      41158,       105682,              0,         48485
 4921,     96642,           0,      43045,       105762,              0,         48427
 4922,     97861,           0,      43391,       105759,              0,         47922
 4923,     90191,           0,      40328,       105807,              0,         47821
 4924,     90222,           0,      40495,       105792,              0,         48103
 4925,     92061,           0,      40987,       105834,              0,         48135
 4926,     93480,           0,      41754,       105838,              0,         48115
 4927,     96886,           0,      42850,       105872,              0,         47944
 4928,     96985,           0,      42929,       105838,              0,         47910
 4929,     91998,           0,      41149,       105928,              0,         48239
 4930,     96035,           0,      42505,       105909,              0,         47978
 4931,     97250,           0,      42839,       105917,              0,         48019
 4932,     97128,           0,      42938,       105984,              0,         47834
 4933,     91814,           0,      40950,       106012,              0,         48084
 4934,     90636,           0,      40553,       106036,              0,         48042
 4935,     91603,           0,      40904,       106043,              0,         47992
 4936,     95838,           0,      42356,       106113,              0,         48089
 4937,     95748,           0,      42483,       106123,              0,         48060
 4938,     94210,           0,      41882,       106173,              0,         48080
 4939,     99485,           0,      44439,       106177,              0,         48362
 4940,     95070,           0,      42633,       106225,              0,         48392
 4941,     88794,           0,      40012,       106237,              0,         48210
 4942,     93649,           0,      41753,       106254,              0,         48202
 4943,    101843,           0,      44523,       106236,              0,         48097
 4944,     99110,           0,      43622,       106289,              0,         48471
 4945,    101317,           0,      44553,       106304,              0,         50034
 4946,     94800,           0,      42766,       106319,              0,         48348
 4947,     92402,           0,      41527,       106394,              0,         48781
 4948,     94941,           0,      43239,       106373,              0,         49395
 4949,     98842,           0,      44525,       106463,              0,         49031
 4950,     98193,           0,      44409,       106474,              0,         49451
 4951,     94421,           0,      42903,       106552,              0,         49510
 4952,     98074,           0,      44078,       106505,              0,         49268
 4953,     92606,           0,      42052,       106514,              0,         49119
 4954,     90492,           0,      41351,       106532,              0,         49029
 4955,     93925,           0,      42484,       106545,              0,         49452
 4956,     92704,           0,      42356,       106624,              0,         48922
 4957,     92371,           0,      41966,       106624,              0,         49141
 4958,     91469,           0,      41848,       106667,              0,         50519
 4959,     95249,           0,      43094,       106644,              0,         49240
 4960,     93184,           0,      42375,       106657,              0,         49165
 4961,     94773,           0,      43245,       106675,              0,         48762
 4962,    101841,           0,      45038,       106772,              0,         48923
 4963,     99508,           0,      44210,       106747,              0,         48966
 4964,    101922,           0,      45154,       106804,              0,         48743
 4965,     92595,           0,      41506,       106826,              0,         48633
 4966,     95073,           0,      42600,       106853,              0,         48855
 4967,     95074,           0,      42617,       106825,              0,         48673
 4968,     93447,           0,      41954,       106884,              0,         48677
 4969,     91779,           0,      41431,       106872,              0,         48867
 4970,     92209,           0,      41532,       106925,              0,         48761
 4971,     95219,           0,      42238,       106981,              0,         48310
 4972,     93427,           0,      42550,       107009,              0,         48653
 4973,     93903,           0,      42001,       107020,              0,         48615
 4974,     94703,           0,      42230,       107036,              0,         48658
 4975,     98096,           0,      43347,       107055,              0,         48480
 4976,     93468,           0,      41804,       107029,              0,         48532
 4977,     90356,           0,      40614,       107155,              0,         48590
 4978,     91603,           0,      41069,       107151,              0,         48568
 4979,     97825,           0,      43231,       107126,              0,         48594
 4980,     91195,           0,      40935,       107195,              0,         48590
 4981,     92536,           0,      41687,       107190,              0,         48585
 4982,     95299,           0,      42392,       107212,              0,         48624
 4983,     95509,           0,      43328,       107249,              0,         48751
 4984,    104821,           0,      45809,       107295,              0,         48820
 4985,     95397,           0,      42550,       107331,              0,         48545
 4986,     92669,           0,      41489,       107269,              0,         48796
 4987,     93645,           0,      41848,       107360,              0,         48789
 4988,     93412,           0,      41776,       107388,              0,         48826
 4989,     95476,           0,      42573,       107408,              0,         48867
 4990,     94722,           0,      42306,       107446,              0,         48835
 4991,     93748,           0,      41905,       107437,              0,         49095
 4992,    106670,           0,      46833,       107483,              0,         48914
 4993,     95641,           0,      42582,       107526,              0,         48804
 4994,     96282,           0,      43515,       107554,              0,         48609
 4995,     96869,           0,      42942,       107615,              0,         48948
 4996,     96573,           0,      42750,       107568,              0,         48812
 4997,     94117,           0,      41881,       107567,              0,         48820
 4998,     93759,           0,      41781,       107610,              0,         48817
 4999,     98414,           0,      43457,       107655,              0,         48810
 5000,     91459,           0,      41007,       107705,              0,         48657
 5001,     96760,           0,      42872,       107722,              0,         48824
 5002,     98272,           0,      43685,       107756,              0,         48868
 5003,     97757,           0,      43192,       107767,              0,         48959
 5004,     97546,           0,      43092,       107874,              0,         49178
 5005,     96726,           0,      44134,       107874,              0,         50103
 5006,     96566,           0,      44613,       107851,              0,         50344
 5007,     92516,           0,      42405,       107856,              0,         49565
 5008,     91449,           0,      41770,       107890,              0,         50368
 5009,     97449,           0,      44079,       107877,              0,         50235
 5010,     98580,           0,      45471,       107943,              0,         51016
 5011,     93269,           0,      42593,       107975,              0,         50305
 5012,     93446,           0,      42564,       107998,              0,         50283
 5013,     98260,           0,      44542,       108000,              0,         49798
 5014,     98139,           0,      44761,       108141,              0,         49068
 5015,     98006,           0,      43458,       108091,              0,         49130
 5016,     94193,           0,      42762,       108070,              0,         49445
 5017,    100958,           0,      44727,       108084,              0,         49165
 5018,    102068,           0,      45205,       108139,              0,         49726
 5019,     93894,           0,      42724,       108174,              0,         49157
 5020,     93223,           0,      41685,       108188,              0,         49004
 5021,     95486,           0,      42526,       108263,              0,         49470
 5022,     97291,           0,      43310,       108263,              0,         49323
 5023,    100385,           0,      45015,       108267,              0,         49503
 5024,     95931,           0,      43365,       108358,              0,         49340
 5025,     95744,           0,      43045,       108321,              0,         49129
 5026,     97091,           0,      43160,       108340,              0,         49211
 5027,    102672,           0,      45817,       108322,              0,         49732
 5028,     96559,           0,      43526,       108423,              0,         49179
 5029,     94044,           0,      42639,       108410,              0,         49736
 5030,     93611,           0,      41905,       108400,              0,         49277
 5031,     95582,           0,      42686,       108467,              0,         49317
 5032,     93405,           0,      41692,       108489,              0,         49144
 5033,     98657,           0,      43825,       108602,              0,         49454
 5034,    103028,           0,      45225,       108583,              0,         48861
 5035,     97912,           0,      43380,       108556,              0,         49282
 5036,     93347,           0,      41766,       108624,              0,         49434
 5037,     93169,           0,      42344,       108590,              0,         49670
 5038,     93548,           0,      43477,       108684,              0,         51003
 5039,     95826,           0,      43822,       108613,              0,         49761
 5040,     92235,           0,      41244,       108685,              0,         49645
 5041,    102936,           0,      45348,       108714,              0,         49621
 5042,    104609,           0,      46015,       108742,              0,         49482
 5043,     97902,           0,      43740,       108768,              0,         49699
 5044,     97831,           0,      43993,       108800,              0,         50514
 5045,     95893,           0,      43619,       108810,              0,         50036
 5046,     93111,           0,      42335,       108817,              0,         49628
 5047,    101166,           0,      44734,       108799,              0,         49629
 5048,    100004,           0,      44327,       108931,              0,         50035
 5049,     98744,           0,      45371,       108824,              0,         50789
 5050,     95904,           0,      43541,       108944,              0,         50149
 5051,     97498,           0,      43771,       108914,              0,         50122
 5052,     96204,           0,      43077,       109063,              0,         50553
 5053,     94717,           0,      42959,       109080,              0,         50225
 5054,     98377,           0,      44433,       109029,              0,         50222
 5055,     96181,           0,      43152,       109070,              0,         49910
 5056,     96458,           0,      43083,       109009,              0,         49645
 5057,     98792,           0,      43838,       109124,              0,         49637
 5058,     98589,           0,      43693,       109170,              0,         49988
 5059,     94627,           0,      42710,       109205,              0,         50374
 5060,     93979,           0,      43069,       109202,              0,         50228
 5061,     98805,           0,      44211,       109255,              0,         51262
 5062,     98893,           0,      44035,       109251,              0,         50127
 5063,     97090,           0,      43707,       109362,              0,         50129
 5064,     94625,           0,      42527,       109307,              0,         49510
 5065,     94579,           0,      42033,       109311,              0,         49451
 5066,     94800,           0,      42382,       109377,              0,         49739
 5067,    100573,           0,      44495,       109364,              0,         49721
 5068,    104635,           0,      45960,       109413,              0,         49737
 5069,    100012,           0,      44162,       109458,              0,         49785
 5070,     94993,           0,      42279,       109424,              0,         49733
 5071,     95246,           0,      43149,       109491,              0,         49620
 5072,     98097,           0,      43591,       109545,              0,         50029
 5073,     95144,           0,      42818,       109521,              0,         50251
 5074,     96023,           0,      43518,       109589,              0,         50304
 5075,     96409,           0,      43493,       109597,              0,         50338
 5076,     94521,           0,      42672,       109549,              0,         50429
 5077,     94339,           0,      42828,       109640,              0,         49665
 5078,     95430,           0,      43034,       109651,              0,         50717
 5079,     96045,           0,      43699,       109639,              0,         50915
 5080,     95753,           0,      43224,       109656,              0,         50381
 5081,     96521,           0,      43306,       109722,              0,         50307
 5082,    101046,           0,      45231,       109723,              0,         50696
 5083,     94359,           0,      42452,       109736,              0,         50395
 5084,    104414,           0,      46296,       109781,              0,         50752
 5085,     95775,           0,      43332,       109803,              0,         50176
 5086,     96259,           0,      43330,       109854,              0,         50507
 5087,     99692,           0,      44213,       109906,              0,         50018
 5088,    100499,           0,      44472,       109881,              0,         49945
 5089,     94835,           0,      42438,       109954,              0,         49964
 5090,     97942,           0,      43498,       109984,              0,         50056
 5091,     93460,           0,      42003,       109939,              0,         49997
 5092,     92287,           0,      41613,       109946,              0,         49952
 5093,    100959,           0,      45228,       110040,              0,         50118
 5094,    104282,           0,      45758,       110073,              0,         49990
 5095,     98381,           0,      43980,       110127,              0,         50241
 5096,    101240,           0,      44800,       110079,              0,         50069
 5097,     98627,           0,      43893,       110168,              0,         50157
 5098,     94762,           0,      42541,       110174,              0,         50415
 5099,    105015,           0,      46116,       110136,              0,         50378
 5100,    106282,           0,      46708,       110152,              0,         50311
 5101,     99043,           0,      43923,       110177,              0,         50153
 5102,     92789,           0,      41620,       110209,              0,         49981
 5103,     94183,           0,      42215,       110227,              0,         49839
 5104,     97293,           0,      44224,       110269,              0,         50158
 5105,     98003,           0,      43883,       110363,              0,         50335
 5106,     96130,           0,      42891,       110310,              0,         50178
 5107,     96048,           0,      42960,       110388,              0,         50089
 5108,     95945,           0,      43076,       110379,              0,         50248
 5109,     94572,           0,      42740,       110430,              0,         50388
 5110,     99298,           0,      44178,       110469,              0,         50554
 5111,    100729,           0,      45024,       110424,              0,         50466
 5112,     99523,           0,      44756,       110462,              0,         50325
 5113,     93813,           0,      42268,       110506,              0,         50207
 5114,    100135,           0,      44356,       110497,              0,         49810
 5115,     99360,           0,      44966,       110490,              0,         50544
 5116,     99897,           0,      44508,       110585,              0,         50302
 5117,     99805,           0,      44245,       110567,              0,         50343
 5118,    103290,           0,      45657,       110582,              0,         50086
 5119,    100678,           0,      44573,       110644,              0,         50329
 5120,     94411,           0,      42617,       110714,              0,         50420
 5121,     99141,           0,      44291,       110756,              0,         50446
 5122,    101308,           0,      44946,       110701,              0,         50424
 5123,    100139,           0,      44703,       110789,              0,         50178
 5124,    105545,           0,      46472,       110770,              0,         50022
 5125,     95774,           0,      43108,       110769,              0,         50611
 5126,     96621,           0,      44045,       110881,              0,         50594
 5127,     99936,           0,      44508,       110845,              0,         50615
 5128,     96715,           0,      43340,       110885,              0,         50637
 5129,     99560,           0,      44361,       110830,              0,         50754
 5130,     98817,           0,      44291,       110914,              0,         50909
 5131,     94879,           0,      42776,       110915,              0,         54873
