   n, quick_cmp, quick_swaps, quick_time, heapsort_cmp, heapsort_swaps, heapsort_time, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
 569,      7895,         357,       3532,         8705,           4162,          4431,         79248,           78686,          69101,           ,             ,            
 570,      7543,         369,       3417,         8725,           4175,          4444,         79483,           78920,          69660,           ,             ,            
 571,      7663,         365,       3468,         8709,           4177,          4441,         79918,           79354,          69857,           ,             ,            
 572,      8057,         355,       3604,         8732,           4184,          4451,         80441,           79876,          70720,           ,             ,            
 573,      7810,         371,       3529,         8770,           4218,          4477,         80799,           80233,          70719,           ,             ,            
 574,      7981,         355,       3563,         8779,           4197,          4472,         81321,           80754,          71203,           ,             ,            
 575,      7973,         361,       3566,         8773,           4197,          4458,         81779,           81211,          71914,           ,             ,            
 576,      8630,         391,       3851,         8811,           4222,          4515,         82153,           81584,          72293,           ,             ,            
 577,      7714,         382,       3500,         8859,           4246,          4560,         82670,           82100,          72535,           ,             ,            
 578,      7423,         362,       3504,         8845,           4222,          4712,         83164,           82593,          73790,           ,             ,            
 579,      8346,         376,       3741,         8886,           4235,          4532,         83188,           82616,          72947,           ,             ,            
 580,      8220,         360,       3689,         8890,           4250,          4536,         83543,           82970,          73001,           ,             ,            
 581,      7878,         368,       3568,         8898,           4252,          4538,         83801,           83227,          73476,           ,             ,            
 582,      7770,         371,       3525,         8908,           4260,          4541,         84361,           83786,          74193,           ,             ,            
 583,      8606,         386,       3834,         8930,           4274,          4631,         84648,           84072,          74067,           ,             ,            
 584,      7771,         376,       3530,         8947,           4277,          4559,         84660,           84083,          74315,           ,             ,            
 585,      8144,         372,       3650,         8967,           4284,          4592,         84829,           84251,          75748,           ,             ,            
 586,      7898,         373,       3649,         8997,           4310,          4686,         85383,           84804,          76331,           ,             ,            
 587,      7582,         375,       3530,         9014,           4318,          4685,         85563,           84983,          76462,           ,             ,            
 588,      7930,         373,       3649,         9036,           4320,          4713,         85869,           85288,          76672,           ,             ,            
 589,     10053,         403,       4468,         9071,           4348,          4714,         85964,           85382,          76708,           ,             ,            
 590,      8674,         382,       4049,         9074,           4353,          4857,         86545,           85962,          77126,           ,             ,            
 591,      7665,         384,       3499,         9110,           4365,          4652,         86889,           86305,          77350,           ,             ,            
 592,      7847,         402,       3581,         9119,           4362,          4652,         87434,           86849,          77180,           ,             ,            
 593,      7855,         372,       3662,         9115,           4358,          4759,         88020,           87434,          77326,           ,             ,            
 594,      7858,         371,       3553,         9160,           4386,          4660,         88607,           88020,          77515,           ,             ,            
 595,      7708,         386,       3521,         9155,           4381,          4681,         88848,           88260,          77790,           ,             ,            
 596,      7656,         379,       3503,         9191,           4406,          4718,         89092,           88503,          78893,           ,             ,            
 597,      8070,         388,       3755,         9199,           4415,          4792,         89542,           88952,          79980,           ,             ,            
 598,      7826,         395,       3688,         9222,           4410,          4791,         89606,           89015,          79942,           ,             ,            
 599,      7859,         392,       3663,         9250,           4417,          4807,         90146,           89554,          80649,           ,             ,            
 600,      8276,         395,       3804,         9274,           4445,          4826,         90335,           89742,          80703,           ,             ,            
 601,      7926,         373,       3713,         9282,           4434,          4835,         90453,           89859,          80449,           ,             ,            
 602,      8402,         392,       3957,         9310,           4458,          4896,         91004,           90409,          80928,           ,             ,            
 603,      8040,         383,       3772,         9297,           4443,          4810,         91169,           90573,          81264,           ,             ,            
 604,      7870,         392,       3666,         9320,           4467,          4854,         91532,           90935,          81755,           ,             ,            
 605,      8163,         393,       3776,         9380,           4498,          4892,         91625,           91027,          81731,           ,             ,            
 606,      8486,         395,       3952,         9376,           4492,          5048,         91984,           91385,          82084,           ,             ,            
 607,      8948,         383,       4050,         9402,           4504,          4894,         92069,           91469,          82104,           ,             ,            
 608,      8482,         382,       3887,         9377,           4492,          4888,         92359,           91758,          81854,           ,             ,            
 609,      7913,         394,       3704,         9420,           4515,          4906,         92845,           92243,          83112,           ,             ,            
 610,      7844,         378,       3640,         9450,           4527,          4916,         93129,           92526,          83248,           ,             ,            
 611,      8161,         390,       3761,         9455,           4528,          4930,         93522,           92918,          83683,           ,             ,            
 612,      7848,         395,       3670,         9477,           4549,          4972,         93986,           93381,          83703,           ,             ,            
 613,      8290,         412,       3789,         9500,           4533,          4857,         94534,           93928,          84383,           ,             ,            
 614,      8095,         395,       3827,         9489,           4530,          4996,         94804,           94197,          85529,           ,             ,            
 615,      8040,         413,       3691,         9524,           4562,          5084,         95077,           94469,          85819,           ,             ,            
 616,      8035,         402,       3691,         9562,           4571,          4959,         95460,           94851,          86040,           ,             ,            
 617,      8068,         406,       3747,         9596,           4604,          5036,         96021,           95411,          87040,           ,             ,            
 618,      9143,         408,       4329,         9569,           4556,          5045,         96432,           95821,          86902,           ,             ,            
 619,      7932,         398,       3690,         9612,           4604,          4988,         96635,           96023,          86269,           ,             ,            
 620,      7978,         398,       3704,         9641,           4618,          4933,         96646,           96033,          85293,           ,             ,            
 621,      9663,         423,       4281,         9639,           4611,          4939,         96968,           96354,          85646,           ,             ,            
 622,      8321,         414,       3788,         9644,           4598,          4973,         97064,           96449,          85633,           ,             ,            
 623,      8759,         406,       3955,         9665,           4615,          4935,         97511,           96895,          87123,           ,             ,            
 624,      8508,         393,       4018,         9680,           4641,          5094,         97696,           97079,          87934,           ,             ,            
 625,      8276,         401,       3919,         9725,           4660,          5046,         98147,           97529,          86617,           ,             ,            
 626,      9288,         415,       4152,         9731,           4655,          5027,         98681,           98062,          87437,           ,             ,            
 627,      8505,         401,       3880,         9748,           4673,          5053,         98758,           98138,          87449,           ,             ,            
 628,      8353,         408,       3810,         9778,           4664,          4978,         98851,           98230,          88108,           ,             ,            
 629,      9334,         414,       4250,         9799,           4692,          5166,         99176,           98554,          89433,           ,             ,            
 630,      8724,         402,       4017,         9796,           4687,          5160,         99581,           98958,          89899,           ,             ,            
 631,      8123,         401,       3820,         9822,           4707,          5126,         99958,           99334,          90420,           ,             ,            
 632,      8366,         388,       3880,         9844,           4711,          5126,        100110,           99485,          90444,           ,             ,            
 633,      9017,         394,       4157,         9853,           4727,          5160,        100431,           99805,          89859,           ,             ,            
 634,      9236,         394,       4096,         9875,           4722,          5062,        100917,          100290,          88652,           ,             ,            
 635,      8533,         399,       4036,         9891,           4725,          5249,        101111,          100483,          90453,           ,             ,            
 636,      8572,         404,       3967,         9923,           4754,          5205,        101651,          101022,          91469,           ,             ,            
 637,      8325,         404,       3894,         9932,           4759,          5227,        101765,          101135,          92090,           ,             ,            
 638,      8293,         410,       3864,         9957,           4775,          5194,        102066,          101435,          91403,           ,             ,            
 639,      9570,         427,       4266,         9958,           4751,          5163,        102544,          101912,          90606,           ,             ,            
 640,      8644,         407,       4009,         9973,           4763,          5113,        102630,          101997,          90957,           ,             ,            
 641,      9067,         407,       4065,        10008,           4787,          5120,        102873,          102239,          91282,           ,             ,            
 642,      9643,         424,       4332,        10021,           4798,          5120,        103274,          102639,          91649,           ,             ,            
 643,      8430,         411,       3838,        10054,           4829,          5222,        103632,          102996,          93355,           ,             ,            
 644,      8280,         418,       3966,        10082,           4846,          5373,        103654,          103017,          93961,           ,             ,            
 645,      8961,         397,       4238,        10088,           4845,          5316,        103720,          103082,          93293,           ,             ,            
 646,      8929,         424,       4161,        10108,           4841,          5275,        104154,          103515,          94047,           ,             ,            
 647,      9717,         426,       4445,        10133,           4855,          5276,        104755,          104115,          94887,           ,             ,            
 648,     10278,         435,       4686,        10152,           4876,          5233,        105020,          104379,          93442,           ,             ,            
 649,      9071,         434,       4115,        10162,           4859,          5225,        105338,          104696,          93677,           ,             ,            
 650,      9212,         430,       4177,        10174,           4867,          5465,        105345,          104702,          95510,           ,             ,            
 651,      8628,         410,       4149,        10202,           4856,          5315,        105740,          105096,          95790,           ,             ,            
 652,      9135,         426,       4186,        10227,           4904,          5340,        106040,          105395,          95572,           ,             ,            
 653,      8750,         426,       4012,        10256,           4918,          5533,        106492,          105846,          95777,           ,             ,            
 654,      8458,         404,       4038,        10251,           4915,          5256,        106565,          105918,          96760,           ,             ,            
 655,      8389,         417,       3901,        10262,           4916,          5345,        106733,          106085,          96217,           ,             ,            
 656,      9079,         410,       4210,        10295,           4926,          5481,        107330,          106681,          96619,           ,             ,            
 657,      8901,         420,       4046,        10305,           4932,          5282,        107756,          107106,          96603,           ,             ,            
 658,      8952,         418,       4108,        10339,           4949,          5423,        108013,          107362,          97895,           ,             ,            
 659,      9236,         410,       4328,        10370,           4962,          5378,        108217,          107565,          98858,           ,             ,            
 660,      9633,         444,       4496,        10347,           4954,          5350,        108454,          107801,          97637,           ,             ,            
 661,      9753,         425,       4445,        10389,           4961,          5361,        108557,          107903,          96670,           ,             ,            
 662,      9588,         431,       4296,        10393,           4959,          5362,        108768,          108113,          97619,           ,             ,            
 663,      9665,         425,       4379,        10417,           4988,          5384,        109220,          108564,          99128,           ,             ,            
 664,      9697,         434,       4369,        10442,           4996,          5588,        109258,          108601,          98737,           ,             ,            
 665,      9178,         423,       4466,        10459,           5001,          5406,        109361,          108703,          96954,           ,             ,            
 666,      9314,         426,       4217,        10479,           5011,          5371,        109840,          109181,          98889,           ,             ,            
 667,      9674,         410,       4369,        10501,           5025,          5382,        109949,          109289,          98505,           ,             ,            
 668,      9225,         431,       4176,        10511,           5024,          5361,        110130,          109469,          96772,           ,             ,            
 669,      8954,         425,       4085,        10492,           4995,          5343,        110732,          110070,          97392,           ,             ,            
 670,      9041,         437,       4149,        10555,           5048,          5388,        110869,          110206,          97675,           ,             ,            
 671,      9581,         416,       4292,        10560,           5039,          5383,        111244,          110580,          99688,           ,             ,            
 672,      9509,         434,       4400,        10594,           5064,          5507,        111617,          110952,         100646,           ,             ,            
 673,      9293,         442,       4418,        10609,           5073,          5635,              ,                ,               ,           ,             ,            
 674,      9043,         444,       4208,        10616,           5070,          5523,              ,                ,               ,           ,             ,            
 675,      9095,         428,       4220,        10645,           5076,          5608,              ,                ,               ,           ,             ,            
 676,      8840,         429,       4117,        10644,           5091,          5537,              ,                ,               ,           ,             ,            
 677,      9386,         425,       4313,        10663,           5084,          5436,              ,                ,               ,           ,             ,            
 678,      9174,         432,       4147,        10695,           5119,          5459,              ,                ,               ,           ,             ,            
 679,     11657,         466,       5044,        10704,           5123,          5470,              ,                ,               ,           ,             ,            
 680,      9337,         442,       4224,        10752,           5144,          5487,              ,                ,               ,           ,             ,            
 681,      9470,         462,       4289,        10741,           5117,          5452,              ,                ,               ,           ,             ,            
 682,      9399,         441,       4245,        10749,           5141,          5470,              ,                ,               ,           ,             ,            
 683,      9246,         446,       4200,        10792,           5141,          5493,              ,                ,               ,           ,             ,            
 684,      9245,         454,       4208,        10810,           5177,          5509,              ,                ,               ,           ,             ,            
 685,      9467,         447,       4289,        10824,           5180,          5509,              ,                ,               ,           ,             ,            
 686,      9406,         425,       4467,        10811,           5175,          5624,              ,                ,               ,           ,             ,            
 687,      9727,         431,       4385,        10860,           5188,          5541,              ,                ,               ,           ,             ,            
 688,     10850,         462,       4937,        10883,           5201,          5557,              ,                ,               ,           ,             ,            
 689,     10206,         445,       4596,        10890,           5205,          5676,              ,                ,               ,           ,             ,            
 690,     10093,         433,       4573,        10893,           5208,          5649,              ,                ,               ,           ,             ,            
 691,     10258,         449,       4631,        10946,           5236,          5610,              ,                ,               ,           ,             ,            
 692,      9944,         440,       4458,        10954,           5239,          5586,              ,                ,               ,           ,             ,            
 693,      9958,         451,       4463,        10987,           5243,          5597,              ,                ,               ,           ,             ,            
 694,     10109,         455,       4519,        10969,           5249,          5590,              ,                ,               ,           ,             ,            
 695,      9551,         445,       4312,        10963,           5237,          5606,              ,                ,               ,           ,             ,            
 696,      9575,         438,       4336,        11004,           5243,          5650,              ,                ,               ,           ,             ,            
 697,      9785,         446,       4410,        11045,           5282,          5632,              ,                ,               ,           ,             ,            
 698,      9505,         460,       4322,        11044,           5297,          5745,              ,                ,               ,           ,             ,            
 699,      9387,         449,       4426,        11075,           5287,          5667,              ,                ,               ,           ,             ,            
 700,     10109,         453,       4534,        11098,           5313,          5658,              ,                ,               ,           ,             ,            
 701,     11842,         466,       5134,        11120,           5312,          5689,              ,                ,               ,           ,             ,            
 702,     11032,         466,       4914,        11115,           5308,          5666,              ,                ,               ,           ,             ,            
 703,     10212,         460,       4590,        11156,           5335,          5682,              ,                ,               ,           ,             ,            
 704,     10024,         457,       4513,        11162,           5326,          5717,              ,                ,               ,           ,             ,            
 705,     10133,         462,       4595,        11175,           5336,          5702,              ,                ,               ,           ,             ,            
 706,      9375,         452,       4284,        11200,           5348,          5724,              ,                ,               ,           ,             ,            
 707,     10196,         454,       4581,        11213,           5357,          5694,              ,                ,               ,           ,             ,            
 708,     10613,         456,       4736,        11257,           5384,          5751,              ,                ,               ,           ,             ,            
 709,      9630,         475,       4402,        11258,           5376,          5756,              ,                ,               ,           ,             ,            
 710,     10142,         467,       4581,        11293,           5400,          5749,              ,                ,               ,           ,             ,            
 711,     10251,         459,       4601,        11322,           5409,          5770,              ,                ,               ,           ,             ,            
 712,      9961,         456,       4504,        11348,           5437,          5780,              ,                ,               ,           ,             ,            
 713,     10961,         464,       4837,        11356,           5445,          5784,              ,                ,               ,           ,             ,            
 714,      9688,         451,       4391,        11370,           5456,          5825,              ,                ,               ,           ,             ,            
 715,     10241,         456,       4585,        11391,           5457,          5827,              ,                ,               ,           ,             ,            
 716,      9595,         461,       4374,        11412,           5462,          5830,              ,                ,               ,           ,             ,            
 717,      9793,         457,       4443,        11427,           5470,          5824,              ,                ,               ,           ,             ,            
 718,      9656,         456,       4396,        11425,           5478,          5820,              ,                ,               ,           ,             ,            
 719,      9743,         457,       4413,        11470,           5492,          5835,              ,                ,               ,           ,             ,            
 720,     10185,         460,       4575,        11491,           5508,          5871,              ,                ,               ,           ,             ,            
 721,     10219,         474,       4605,        11489,           5494,          5868,              ,                ,               ,           ,             ,            
 722,     10067,         474,       4558,        11511,           5517,          5875,              ,                ,               ,           ,             ,            
 723,     10841,         473,       4820,        11538,           5507,          5897,              ,                ,               ,           ,             ,            
 724,     10332,         457,       4647,        11563,           5542,          5937,              ,                ,               ,           ,             ,            
 725,     10142,         475,       4583,        11583,           5537,          5916,              ,                ,               ,           ,             ,            
 726,      9961,         468,       4521,        11594,           5535,          5903,              ,                ,               ,           ,             ,            
 727,     10685,         478,       4816,        11625,           5564,          5926,              ,                ,               ,           ,             ,            
 728,     10196,         444,       4604,        11628,           5554,          5954,              ,                ,               ,           ,             ,            
 729,     10447,         478,       4698,        11642,           5586,          5948,              ,                ,               ,           ,             ,            
 730,      9959,         464,       4513,        11655,           5591,          6013,              ,                ,               ,           ,             ,            
 731,     10327,         461,       4654,        11697,           5601,          5966,              ,                ,               ,           ,             ,            
 732,     10122,         456,       4565,        11726,           5614,          5983,              ,                ,               ,           ,             ,            
 733,     10434,         487,       4692,        11732,           5621,          5988,              ,                ,               ,           ,             ,            
 734,     11144,         488,       6108,        11758,           5620,          7404,              ,                ,               ,           ,             ,            
 735,     10835,         484,       5830,        11776,           5644,          6938,              ,                ,               ,           ,             ,            
 736,     10540,         480,       5082,        11808,           5651,          6448,              ,                ,               ,           ,             ,            
 737,     10944,         490,       5066,        11834,           5666,          6181,              ,                ,               ,           ,             ,            
 738,     10102,         473,       4651,        11821,           5661,          6037,              ,                ,               ,           ,             ,            
 739,      9977,         467,       4540,        11848,           5654,          6055,              ,                ,               ,           ,             ,            
 740,     10107,         481,       4586,        11880,           5694,          6081,              ,                ,               ,           ,             ,            
 741,      9959,         467,       4508,        11876,           5680,          6052,              ,                ,               ,           ,             ,            
 742,     10659,         492,       4789,        11896,           5698,          6063,              ,                ,               ,           ,             ,            
 743,     10493,         486,       4717,        11927,           5715,          6086,              ,                ,               ,           ,             ,            
 744,     17050,         515,       6967,        11963,           5717,          6095,              ,                ,               ,           ,             ,            
 745,     10803,         478,       4827,        11993,           5746,          6142,              ,                ,               ,           ,             ,            
 746,     10520,         476,       4746,        11992,           5747,          6167,              ,                ,               ,           ,             ,            
 747,     10285,         479,       4740,        11990,           5742,          6237,              ,                ,               ,           ,             ,            
 748,     11140,         488,       5092,        12039,           5759,          6160,              ,                ,               ,           ,             ,            
 749,     10436,         471,       4713,        12026,           5760,          6128,              ,                ,               ,           ,             ,            
 750,     11210,         491,       5002,        12063,           5789,          6143,              ,                ,               ,           ,             ,            
 751,     10684,         469,       4772,        12070,           5782,          6155,              ,                ,               ,           ,             ,            
 752,     10599,         486,       4769,        12117,           5803,          6175,              ,                ,               ,           ,             ,            
 753,     10577,         481,       4775,        12139,           5814,          6183,              ,                ,               ,           ,             ,            
 754,     21775,         537,       8848,        12156,           5822,          6312,              ,                ,               ,           ,             ,            
 755,     10827,         490,       4951,        12160,           5819,          6383,              ,                ,               ,           ,             ,            
 756,     10427,         486,       4821,        12182,           5831,          6332,              ,                ,               ,           ,             ,            
 757,     10298,         490,       4721,        12201,           5854,          6339,              ,                ,               ,           ,             ,            
 758,     10561,         493,       4884,        12229,           5867,          6353,              ,                ,               ,           ,             ,            
 759,     11597,         504,       5239,        12224,           5858,          6360,              ,                ,               ,           ,             ,            
 760,     11330,         480,       5167,        12251,           5871,          6393,              ,                ,               ,           ,             ,            
 761,     11010,         488,       5028,        12282,           5875,          6371,              ,                ,               ,           ,             ,            
 762,     10975,         479,       5016,        12308,           5893,          6396,              ,                ,               ,           ,             ,            
 763,     10452,         491,       4855,        12304,           5899,          6407,              ,                ,               ,           ,             ,            
 764,     10675,         497,       4920,        12338,           5908,          6408,              ,                ,               ,           ,             ,            
 765,     11482,         493,       5208,        12348,           5899,          6394,              ,                ,               ,           ,             ,            
 766,     10933,         489,       5013,        12366,           5926,          6427,              ,                ,               ,           ,             ,            
 767,     10678,         485,       4983,        12372,           5936,          6540,              ,                ,               ,           ,             ,            
 768,     10613,         503,       4970,        12398,           5940,          6493,              ,                ,               ,           ,             ,            
 769,     10681,         486,       4935,        12424,           5949,          6473,              ,                ,               ,           ,             ,            
 770,     10431,         510,       4837,        12426,           5956,          6473,              ,                ,               ,           ,             ,            
 771,     10249,         507,       4772,        12472,           5981,          6478,              ,                ,               ,           ,             ,            
 772,     10163,         489,       4732,        12459,           5960,          6464,              ,                ,               ,           ,             ,            
 773,     10436,         507,       5018,        12501,           5996,          6416,              ,                ,               ,           ,             ,            
 774,     10777,         477,       4852,        12528,           6005,          6582,              ,                ,               ,           ,             ,            
 775,     10596,         493,       4827,        12529,           6005,          6500,              ,                ,               ,           ,             ,            
 776,     10468,         500,       4780,        12551,           6010,          6442,              ,                ,               ,           ,             ,            
 777,     10763,         496,       4902,        12560,           6025,          6415,              ,                ,               ,           ,             ,            
 778,     10634,         514,       4853,        12581,           6018,          6431,              ,                ,               ,           ,             ,            
 779,     12125,         484,       5341,        12604,           6042,          6442,              ,                ,               ,           ,             ,            
 780,     10619,         505,       4823,        12601,           6037,          6481,              ,                ,               ,           ,             ,            
 781,     11034,         504,       4973,        12638,           6061,          6459,              ,                ,               ,           ,             ,            
 782,     11125,         512,       4997,        12655,           6060,          6473,              ,                ,               ,           ,             ,            
 783,     10680,         494,       4861,        12663,           6065,          6457,              ,                ,               ,           ,             ,            
 784,     10823,         513,       4913,        12678,           6054,          6462,              ,                ,               ,           ,             ,            
 785,     11196,         495,       5227,        12710,           6077,          6578,              ,                ,               ,           ,             ,            
 786,     11269,         499,       5053,        12739,           6100,          6515,              ,                ,               ,           ,             ,            
 787,     11421,         502,       5131,        12783,           6125,          6540,              ,                ,               ,           ,             ,            
 788,     12542,         515,       5576,        12771,           6129,          6540,              ,                ,               ,           ,             ,            
 789,     11293,         518,       5184,        12799,           6139,          6682,              ,                ,               ,           ,             ,            
 790,     11203,         513,       5153,        12824,           6145,          6668,              ,                ,               ,           ,             ,            
 791,     11166,         511,       5150,        12841,           6171,          6700,              ,                ,               ,           ,             ,            
 792,     11610,         504,       5300,        12868,           6154,          6683,              ,                ,               ,           ,             ,            
 793,     11390,         521,       5217,        12872,           6174,          6691,              ,                ,               ,           ,             ,            
 794,     12011,         533,       5463,        12898,           6179,          6697,              ,                ,               ,           ,             ,            
 795,     12664,         520,       5722,        12934,           6193,          6722,              ,                ,               ,           ,             ,            
 796,     11574,         509,       5316,        12941,           6202,          6724,              ,                ,               ,           ,             ,            
 797,     11539,         501,       5283,        12946,           6203,          6723,              ,                ,               ,           ,             ,            
 798,     11445,         501,       5238,        12972,           6222,          6742,              ,                ,               ,           ,             ,            
 799,     10859,         515,       5047,        12989,           6228,          6747,              ,                ,               ,           ,             ,            
 800,     11420,         524,       5246,        13003,           6214,          6741,              ,                ,               ,           ,             ,            
 801,     10742,         515,       4995,        12995,           6219,          6740,              ,                ,               ,           ,             ,            
 802,     10821,         505,       5016,        13067,           6258,          6782,              ,                ,               ,           ,             ,            
 803,     12822,         535,       5761,        13061,           6257,          6780,              ,                ,               ,           ,             ,            
 804,     11520,         516,       5257,        13083,           6268,          6797,              ,                ,               ,           ,             ,            
 805,     11831,         525,       5411,        13124,           6305,          6832,              ,                ,               ,           ,             ,            
 806,     11315,         522,       5217,        13094,           6260,          6788,              ,                ,               ,           ,             ,            
 807,     12723,         512,       5740,        13137,           6290,          6831,              ,                ,               ,           ,             ,            
 808,     12798,         510,       5755,        13158,           6307,          6841,              ,                ,               ,           ,             ,            
 809,     12161,         517,       5507,        13196,           6336,          6862,              ,                ,               ,           ,             ,            
 810,     12054,         523,       5509,        13200,           6320,          6861,              ,                ,               ,           ,             ,            
 811,     11124,         523,       5140,        13226,           6346,          6874,              ,                ,               ,           ,             ,            
 812,     11398,         514,       5236,        13254,           6343,          6901,              ,                ,               ,           ,             ,            
 813,     11945,         536,       5460,        13234,           6342,          6885,              ,                ,               ,           ,             ,            
 814,     11479,         522,       5288,        13275,           6371,          6906,              ,                ,               ,           ,             ,            
 815,     11396,         530,       5263,        13312,           6372,          6918,              ,                ,               ,           ,             ,            
 816,     12035,         529,       5475,        13329,           6393,          6932,              ,                ,               ,           ,             ,            
 817,     12589,         534,       5712,        13361,           6413,          6959,              ,                ,               ,           ,             ,            
 818,     11223,         533,       5208,        13369,           6403,          6955,              ,                ,               ,           ,             ,            
 819,     11765,         534,       5403,        13402,           6425,          6971,              ,                ,               ,           ,             ,            
 820,     12102,         536,       5549,        13419,           6427,          6975,              ,                ,               ,           ,             ,            
 821,     12238,         528,       5566,        13445,           6458,          6995,              ,                ,               ,           ,             ,            
 822,     13316,         539,       5962,        13432,           6421,          6989,              ,                ,               ,           ,             ,            
 823,     11731,         534,       5406,        13460,           6442,          6984,              ,                ,               ,           ,             ,            
 824,     12029,         516,       5491,        13464,           6458,          7019,              ,                ,               ,           ,             ,            
 825,     12109,         545,       5553,        13485,           6462,          6995,              ,                ,               ,           ,             ,            
 826,     11721,         534,       5419,        13510,           6478,          7028,              ,                ,               ,           ,             ,            
 827,     17048,         587,       7336,        13537,           6488,          7047,              ,                ,               ,           ,             ,            
 828,     12780,         523,       5794,        13565,           6497,          6910,              ,                ,               ,           ,             ,            
 829,     11692,         528,       5300,        13594,           6533,          6949,              ,                ,               ,           ,             ,            
 830,     11614,         548,       5282,        13604,           6528,          6938,              ,                ,               ,           ,             ,            
 831,     11502,         536,       5231,        13622,           6516,          6936,              ,                ,               ,           ,             ,            
 832,     12455,         550,       5578,        13644,           6549,          7112,              ,                ,               ,           ,             ,            
 833,     12000,         529,       5586,        13638,           6538,          7218,              ,                ,               ,           ,             ,            
 834,     11518,         550,       5432,        13683,           6576,          7298,              ,                ,               ,           ,             ,            
 835,     11960,         534,       5386,        13691,           6548,          6971,              ,                ,               ,           ,             ,            
 836,     11199,         544,       5122,        13708,           6573,          6998,              ,                ,               ,           ,             ,            
 837,     11650,         559,       5293,        13725,           6579,          6996,              ,                ,               ,           ,             ,            
 838,     12090,         528,       5441,        13719,           6574,          6985,              ,                ,               ,           ,             ,            
 839,     11772,         541,       5309,        13760,           6617,          7046,              ,                ,               ,           ,             ,            
 840,     11692,         530,       5291,        13821,           6633,          7045,              ,                ,               ,           ,             ,            
 841,     12484,         545,       5589,        13822,           6611,          7026,              ,                ,               ,           ,             ,            
 842,     12520,         559,       5601,        13812,           6613,          7049,              ,                ,               ,           ,             ,            
 843,     12236,         546,       5486,        13850,           6656,          7060,              ,                ,               ,           ,             ,            
 844,     12262,         546,       5492,        13872,           6657,          7081,              ,                ,               ,           ,             ,            
 845,     12876,         564,       5752,        13867,           6646,          7066,              ,                ,               ,           ,             ,            
 846,     12304,         537,       5497,        13896,           6664,          7084,              ,                ,               ,           ,             ,            
 847,     12691,         537,       5649,        13925,           6678,          7127,              ,                ,               ,           ,             ,            
 848,     12159,         543,       5465,        13913,           6670,          7091,              ,                ,               ,           ,             ,            
 849,     12438,         547,       5586,        13949,           6685,          7109,              ,                ,               ,           ,             ,            
 850,     13201,         561,       5848,        13975,           6701,          7132,              ,                ,               ,           ,             ,            
 851,     12338,         537,       5547,        14004,           6728,          7136,              ,                ,               ,           ,             ,            
 852,     11800,         540,       5625,        14026,           6733,          7267,              ,                ,               ,           ,             ,            
 853,     12266,         546,       5527,        14048,           6750,          7299,              ,                ,               ,           ,             ,            
 854,     13300,         587,       5918,        14056,           6744,          7246,              ,                ,               ,           ,             ,            
 855,     12867,         557,       5757,        14071,           6739,          7264,              ,                ,               ,           ,             ,            
 856,     12351,         552,       5613,        14076,           6753,          7247,              ,                ,               ,           ,             ,            
 857,     11718,         551,       5360,        14104,           6750,          7189,              ,                ,               ,           ,             ,            
 858,     11997,         544,       5441,        14126,           6782,          7238,              ,                ,               ,           ,             ,            
 859,     13126,         545,       5851,        14148,           6792,          7230,              ,                ,               ,           ,             ,            
 860,     12560,         556,       5665,        14140,           6758,          7198,              ,                ,               ,           ,             ,            
 861,     16633,         569,       7083,        14186,           6797,          7241,              ,                ,               ,           ,             ,            
 862,     13054,         565,       6061,        14204,           6796,          7299,              ,                ,               ,           ,             ,            
 863,     12492,         547,       5634,        14209,           6813,          7273,              ,                ,               ,           ,             ,            
 864,     12265,         571,       5560,        14229,           6815,          7256,              ,                ,               ,           ,             ,            
 865,     13296,         557,       5926,        14240,           6832,          7296,              ,                ,               ,           ,             ,            
 866,     12623,         567,       5729,        14289,           6854,          7447,              ,                ,               ,           ,             ,            
 867,     11880,         554,       5517,        14308,           6852,          7442,              ,                ,               ,           ,             ,            
 868,     12053,         562,       5599,        14321,           6858,          7437,              ,                ,               ,           ,             ,            
 869,     13042,         552,       5931,        14318,           6850,          7447,              ,                ,               ,           ,             ,            
 870,     13046,         566,       5948,        14341,           6871,          7446,              ,                ,               ,           ,             ,            
 871,     12228,         558,       5645,        14382,           6900,          7470,              ,                ,               ,           ,             ,            
 872,     11995,         543,       5558,        14378,           6885,          7498,              ,                ,               ,           ,             ,            
 873,     22464,         611,       9224,        14399,           6902,          7503,              ,                ,               ,           ,             ,            
 874,     12505,         570,       5762,        14437,           6900,          7486,              ,                ,               ,           ,             ,            
 875,     12474,         568,       5740,        14447,           6935,          7514,              ,                ,               ,           ,             ,            
 876,     12905,         578,       5901,        14478,           6950,          7519,              ,                ,               ,           ,             ,            
 877,     12165,         541,       5630,        14465,           6919,          7505,              ,                ,               ,           ,             ,            
 878,     12988,         569,       5947,        14488,           6939,          7525,              ,                ,               ,           ,             ,            
 879,     12641,         564,       5824,        14514,           6951,          7534,              ,                ,               ,           ,             ,            
 880,     13008,         569,       5934,        14510,           6948,          7539,              ,                ,               ,           ,             ,            
 881,     12736,         575,       5836,        14568,           6976,          7563,              ,                ,               ,           ,             ,            
 882,     12593,         578,       5815,        14581,           6980,          7568,              ,                ,               ,           ,             ,            
 883,     13663,         571,       6217,        14603,           6993,          7573,              ,                ,               ,           ,             ,            
 884,     13879,         568,       6280,        14593,           6972,          7578,              ,                ,               ,           ,             ,            
