   n, quick_cmp, quick_swaps, quick_time, heapsort_cmp, heapsort_swaps, heapsort_time, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
 291,      3351,         183,       1517,         3848,           1824,          1943,         21152,           20866,          17931,      42195,        20866,       25212
 292,      3400,         179,       1545,         3873,           1850,          1964,         21410,           21123,          18233,      42486,        21123,       25394
 293,      3492,         182,       1562,         3898,           1848,          1968,         21682,           21394,          18378,      42778,        21394,       25654
 294,      3505,         194,       1575,         3901,           1847,          1981,         21843,           21554,          18521,      43071,        21554,       25817
 295,      3475,         181,       1579,         3918,           1859,          1977,         21889,           21599,          18549,      43365,        21599,       26026
 296,      3399,         185,       1539,         3933,           1878,          1991,         22050,           21759,          18722,      43660,        21759,       26140
 297,      3450,         193,       1605,         3941,           1871,          2096,         22113,           21821,          19160,      43956,        21821,       26646
 298,      3353,         195,       1561,         3965,           1885,          2022,         22281,           21988,          18939,      44253,        21988,       26491
 299,      3620,         193,       1662,         3985,           1901,          2064,         22519,           22225,          19135,      44551,        22225,       26729
 300,      3878,         193,       1724,         4007,           1908,          2031,         22660,           22365,          19233,      44850,        22365,       26858
 301,      3486,         196,       1595,         4027,           1921,          2042,         22837,           22541,          19393,      45150,        22541,       27101
 302,      3436,         195,       1569,         4038,           1928,          2046,         23000,           22703,          19586,      45451,        22703,       27659
 303,      3926,         190,       1785,         4063,           1934,          2094,         23234,           22936,          19850,      45753,        22936,       27550
 304,      3755,         197,       1679,         4083,           1946,          2069,         23500,           23201,          20413,      46056,        23201,       28029
 305,      3654,         194,       1689,         4082,           1938,          2090,         23716,           23416,          20148,      46360,        23416,       28396
 306,      3672,         196,       1654,         4126,           1967,          2091,         23835,           23534,          20433,      46665,        23534,       28478
 307,      3691,         207,       1708,         4135,           1966,          2107,         23868,           23566,          20326,      46971,        23566,       28496
 308,      3816,         185,       1708,         4156,           1976,          2139,         23956,           23653,          20613,      47278,        23653,       28540
 309,      3597,         199,       1641,         4170,           1969,          2107,         24159,           23855,          20599,      47586,        23855,       29757
 310,      3410,         198,       1693,         4174,           1983,          2239,         24283,           23978,          20727,      47895,        23978,       28820
 311,      3879,         216,       1755,         4192,           2001,          2129,         24463,           24157,          20808,      48205,        24157,       29060
 312,      4126,         213,       1839,         4210,           2006,          2131,         24640,           24333,          20966,      48516,        24333,       29207
 313,      3796,         191,       1703,         4223,           2013,          2141,         24713,           24405,          21042,      48828,        24405,       29359
 314,      3631,         202,       1660,         4265,           2033,          2159,         24913,           24604,          21211,      49141,        24604,       29504
 315,      3994,         198,       1787,         4279,           2037,          2169,         25215,           24905,          21477,      49455,        24905,       29851
 316,      4205,         197,       1905,         4281,           2036,          2272,         25412,           25101,          21893,      49770,        25101,       30112
 317,      3578,         209,       1653,         4308,           2056,          2201,         25450,           25138,          21629,      50086,        25138,       30226
 318,      3496,         204,       1613,         4309,           2053,          2191,         25563,           25250,          21721,      50403,        25250,       30290
 319,      4016,         201,       1792,         4336,           2066,          2199,         25664,           25350,          21803,      50721,        25350,       30493
 320,      3991,         204,       1794,         4376,           2075,          2210,         25723,           25408,          21880,      51040,        25408,       30633
 321,      3514,         208,       1627,         4392,           2084,          2227,         25726,           25410,          21907,      51360,        25410,       30770
 322,      3557,         210,       1639,         4391,           2082,          2221,         25838,           25521,          21989,      51681,        25521,       30947
 323,      4145,         214,       1859,         4397,           2086,          2222,         26112,           25794,          22156,      52003,        25794,       31116
 324,      4083,         202,       1830,         4418,           2101,          2243,         26117,           25798,          22188,      52326,        25798,       31261
 325,      3790,         213,       1730,         4438,           2105,          2243,         26323,           26003,          22389,      52650,        26003,       31500
 326,      3682,         208,       1682,         4441,           2101,          2241,         26505,           26184,          22548,      52975,        26184,       31726
 327,      3751,         219,       1753,         4467,           2121,          2256,         26575,           26253,          22636,      53301,        26253,       32235
 328,      3827,         213,       1741,         4475,           2127,          2275,         26701,           26378,          22732,      53628,        26378,       31997
 329,      4030,         206,       1813,         4499,           2144,          2281,         26782,           26458,          22811,      53956,        26458,       32217
 330,      4035,         198,       1803,         4496,           2140,          2277,         26802,           26477,          22758,      54285,        26477,       32359
 331,      3981,         204,       1786,         4532,           2148,          2290,         27120,           26794,          23072,      54615,        26794,       32568
 332,      4765,         213,       2067,         4547,           2157,          2294,         27125,           26798,          23022,      54946,        26798,       32701
 333,      3867,         203,       1754,         4559,           2168,          2303,         27374,           27046,          23234,      55278,        27046,       32921
 334,      4115,         217,       1885,         4568,           2173,          2445,         27404,           27075,          23773,      55611,        27075,       33269
 335,      4200,         229,       1901,         4593,           2199,          2331,         27492,           27162,          23524,      55945,        27162,       33313
 336,      4560,         241,       2066,         4618,           2213,          2346,         27510,           27179,          23418,      56280,        27179,       33430
 337,      4107,         213,       1844,         4639,           2214,          2351,         27759,           27427,          23655,      56616,        27427,       33688
 338,      3854,         222,       1769,         4651,           2205,          2349,         27898,           27565,          23833,      56953,        27565,       33874
 339,      3933,         220,       1798,         4675,           2217,          2362,         27964,           27630,          23881,      57291,        27630,       34047
 340,      4011,         212,       1816,         4694,           2234,          2373,         28161,           27826,          24037,      57630,        27826,       34240
 341,      3929,         219,       1797,         4704,           2242,          2385,         28339,           28003,          24156,      57970,        28003,       34514
 342,      3983,         225,       1823,         4718,           2250,          2393,         28539,           28202,          24294,      58311,        28202,       34765
 343,      4660,         226,       2061,         4751,           2259,          2408,         28844,           28506,          24632,      58653,        28506,       35032
 344,      4242,         212,       1934,         4761,           2267,          2416,         28864,           28525,          24887,      58996,        28525,       35180
 345,      4050,         219,       1842,         4779,           2273,          2426,         28870,           28530,          24579,      59340,        28530,       35290
 346,      3858,         221,       1780,         4790,           2279,          2429,         29148,           28807,          24842,      59685,        28807,       35516
 347,      4593,         222,       2042,         4798,           2287,          2434,         29470,           29128,          25086,      60031,        29128,       36288
 348,      4467,         214,       1999,         4820,           2296,          2444,         29595,           29252,          25559,      60378,        29252,       36561
 349,      4092,         216,       1907,         4848,           2315,          2465,         29832,           29488,          25808,      60726,        29488,       36822
 350,      4116,         227,       1934,         4852,           2312,          2492,         30163,           29818,          27045,      61075,        29818,       37501
 351,      4292,         233,       2000,         4860,           2317,          2484,         30196,           29850,          26180,      61425,        29850,       37265
 352,      4148,         225,       1936,         4879,           2325,          2517,         30502,           30155,          26484,      61776,        30155,       37553
 353,      4139,         227,       1937,         4909,           2342,          2490,         30661,           30313,          26395,      62128,        30313,       37250
 354,      4557,         232,       2057,         4917,           2350,          2501,         30999,           30650,          26478,      62481,        30650,       37791
 355,      4326,         215,       1989,         4916,           2340,          2492,         31235,           30885,          26865,      62835,        30885,       38680
 356,      4242,         226,       1974,         4964,           2368,          2555,         31469,           31118,          27527,      63190,        31118,       38830
 357,      4596,         236,       2146,         4979,           2379,          2658,         31496,           31144,          27249,      63546,        31144,       38896
 358,      4933,         236,       2190,         5006,           2394,          2587,         31581,           31228,          27526,      63903,        31228,       39032
 359,      4109,         228,       1897,         4999,           2386,          2539,         31903,           31549,          27767,      64261,        31549,       39417
 360,      4084,         227,       1901,         5033,           2398,          2675,         31975,           31620,          27809,      64620,        31620,       39498
 361,      4869,         242,       2211,         5029,           2395,          2557,         32202,           31846,          28023,      64980,        31846,       39700
 362,      4539,         240,       2058,         5068,           2419,          2569,         32492,           32135,          28382,      65341,        32135,       40134
 363,      4756,         229,       2254,         5053,           2409,          2628,         32704,           32346,          28331,      65703,        32346,       40217
 364,      5038,         226,       2218,         5088,           2437,          2622,         33028,           32669,          28757,      66066,        32669,       40380
 365,      4448,         239,       2091,         5099,           2432,          2763,         33065,           32705,          28493,      66430,        32705,       40448
 366,      4775,         249,       2192,         5113,           2441,          2599,         33324,           32963,          28705,      66795,        32963,       40524
 367,      4303,         240,       1965,         5105,           2439,          2596,         33516,           33154,          28814,      67161,        33154,       40692
 368,      4332,         229,       1969,         5139,           2460,          2646,         33529,           33166,          28859,      67528,        33166,       40957
 369,      4505,         233,       2059,         5169,           2470,          2672,         33717,           33353,          28974,      67896,        33353,       41661
 370,      4738,         237,       2150,         5204,           2488,          2639,         33913,           33548,          29502,      68265,        33548,       41886
 371,      4359,         238,       2106,         5208,           2478,          2775,         33997,           33631,          29578,      68635,        33631,       42093
 372,      4608,         235,       2110,         5218,           2492,          2650,         34205,           33838,          29824,      69006,        33838,       42570
 373,      4821,         242,       2218,         5238,           2505,          2681,         34466,           34098,          30034,      69378,        34098,       42432
 374,      4923,         243,       2326,         5238,           2508,          2766,         34522,           34153,          29803,      69751,        34153,       42424
 375,      4882,         258,       2199,         5286,           2520,          2678,         34531,           34161,          29588,      70125,        34161,       42010
 376,      4954,         254,       2255,         5275,           2511,          2669,         34589,           34218,          29668,      70500,        34218,       42284
 377,      4388,         246,       2025,         5294,           2519,          2705,         34803,           34431,          29767,      70876,        34431,       42513
 378,      4632,         240,       2105,         5318,           2546,          2705,         35062,           34689,          30467,      71253,        34689,       43249
 379,      4371,         243,       2030,         5326,           2552,          2764,         35257,           34883,          30788,      71631,        34883,       43699
 380,      4798,         268,       2198,         5351,           2562,          2751,         35567,           35192,          30750,      72010,        35192,       43766
 381,      4735,         237,       2133,         5367,           2567,          2789,         35938,           35562,          30869,      72390,        35562,       43757
 382,      4822,         236,       2156,         5371,           2565,          2727,         36039,           35662,          30888,      72771,        35662,       44139
 383,      4490,         235,       2050,         5407,           2583,          2746,         36421,           36043,          31406,      73153,        36043,       44408
 384,      4601,         247,       2127,         5411,           2584,          2759,         36746,           36367,          31545,      73536,        36367,       45840
 385,      5022,         251,       2306,         5414,           2579,          2748,         36972,           36592,          31939,      73920,        36592,       44852
 386,      4798,         255,       2182,         5438,           2599,          2784,         37178,           36797,          31908,      74305,        36797,       45047
 387,      4680,         257,       2158,         5482,           2626,          2811,         37310,           36928,          32021,      74691,        36928,       45189
 388,      4775,         260,       2229,         5473,           2611,          2814,         37429,           37046,          32168,      75078,        37046,       45771
 389,      4633,         258,       2125,         5484,           2617,          2784,         37507,           37123,          32210,      75466,        37123,       45821
 390,      4797,         244,       2171,         5510,           2631,          2794,         37838,           37453,          32338,      75855,        37453,       45845
 391,      4966,         258,       2252,         5512,           2630,          2833,         37984,           37598,          32474,      76245,        37598,       46111
 392,      4693,         249,       2202,         5535,           2650,          2995,         38182,           37795,          33051,      76636,        37795,       46363
 393,      4994,         253,       2305,         5551,           2655,          2820,         38499,           38111,          33225,      77028,        38111,       47365
 394,      5119,         263,       2343,         5580,           2658,          2871,         38817,           38428,          33905,      77421,        38428,       47677
 395,      4754,         256,       2213,         5575,           2649,          2881,         39153,           38763,          34149,      77815,        38763,       47626
 396,      4827,         249,       2195,         5604,           2664,          2860,         39259,           38868,          33877,      78210,        38868,       47623
 397,      5277,         263,       2360,         5607,           2658,          2835,         39562,           39170,          34297,      78606,        39170,       47832
 398,      4762,         257,       2175,         5642,           2691,          2886,         39955,           39562,          34435,      79003,        39562,       48315
 399,      5554,         257,       2463,         5657,           2706,          2881,         40252,           39858,          34718,      79401,        39858,       48551
 400,      5342,         251,       2386,         5681,           2709,          2886,         40513,           40118,          35022,      79800,        40118,       48781
 401,      5281,         258,       2367,         5701,           2711,          2888,         40634,           40238,          35153,      80200,        40238,       48776
 402,      5103,         257,       2299,         5714,           2724,          2897,         40717,           40320,          35095,      80601,        40320,       49043
 403,      5852,         273,       2569,         5741,           2732,          2898,         40951,           40553,          35232,      81003,        40553,       49285
 404,      4958,         257,       2309,         5734,           2732,          3066,         41354,           40956,          35923,      81406,        40956,       49829
 405,      5002,         250,       2259,         5750,           2745,          2918,         41362,           40963,          35717,      81810,        40963,       49876
 406,      5025,         253,       2267,         5784,           2756,          2930,         41431,           41031,          35769,      82215,        41031,       50060
 407,      4852,         247,       2210,         5789,           2749,          2996,         41509,           41108,          35944,      82621,        41108,       50405
 408,      4878,         254,       2261,         5813,           2762,          2944,         41828,           41426,          36437,      83028,        41426,       50590
 409,      5073,         256,       2300,         5823,           2769,          2947,         42131,           41728,          36282,      83436,        41728,       51159
 410,      5401,         265,       2479,         5871,           2804,          3037,         42475,           42071,          36814,      83845,        42071,       51737
 411,      5222,         261,       2344,         5835,           2778,          2954,         42871,           42466,          37027,      84255,        42466,       52042
 412,      5309,         261,       2385,         5869,           2790,          3018,         43063,           42657,          37300,      84666,        42657,       51872
 413,      5197,         268,       2353,         5880,           2790,          2975,         43172,           42765,          37167,      85078,        42765,       52058
 414,      5131,         260,       2331,         5906,           2814,          2995,         43199,           42791,          37242,      85491,        42791,       52158
 415,      5327,         267,       2463,         5927,           2813,          3185,         43481,           43072,          37765,      85905,        43072,       52649
 416,      5649,         275,       2519,         5943,           2826,          3021,         43544,           43134,          37703,      86320,        43134,       52999
 417,      5288,         273,       2388,         5970,           2860,          3036,         43648,           43237,          37822,      86736,        43237,       53107
 418,      5340,         272,       2418,         5980,           2840,          3034,         43872,           43460,          37948,      87153,        43460,       53215
 419,      5463,         274,       2462,         5994,           2855,          3040,         43979,           43566,          38036,      87571,        43566,       53442
 420,      5410,         286,       2452,         6008,           2868,          3062,         44099,           43685,          38265,      87990,        43685,       53676
 421,      5122,         266,       2346,         6043,           2893,          3077,         44243,           43828,          38261,      88410,        43828,       53885
 422,      4908,         277,       2264,         6067,           2888,          3077,         44443,           44027,          38509,      88831,        44027,       54139
 423,     67936,         404,      25486,         6076,           2900,          3083,         44572,           44155,          38701,      89253,        44155,       54554
 424,      5319,         260,       2403,         6092,           2909,          3144,         44961,           44543,          38866,      89676,        44543,       54959
 425,      5286,         275,       2469,         6108,           2912,          3275,         45218,           44799,          39381,      90100,        44799,       55104
 426,      5894,         274,       2627,         6148,           2941,          3136,         45420,           45000,          39222,      90525,        45000,       55158
 427,      5704,         276,       2557,         6129,           2934,          3112,         45482,           45061,          39299,      90951,        45061,       56060
 428,      5650,         282,       2546,         6164,           2946,          3130,         45531,           45109,          39267,      91378,        45109,       55771
 429,      5645,         273,       2609,         6184,           2948,          3240,         45699,           45276,          40385,      91806,        45276,       56464
 430,      5549,         265,       2537,         6199,           2960,          3141,         45713,           45289,          39440,      92235,        45289,       56514
 431,      5784,         286,       2593,         6225,           2964,          3153,         45755,           45330,          39696,      92665,        45330,       56432
 432,      6069,         280,       2691,         6232,           2973,          3176,         45808,           45382,          39696,      93096,        45382,       56450
 433,      5681,         272,       2557,         6256,           2981,          3167,         46132,           45705,          39844,      93528,        45705,       56839
 434,      5493,         275,       2487,         6270,           2991,          3186,         46327,           45899,          39984,      93961,        45899,       56926
 435,      5931,         272,       2728,         6271,           2994,          3356,         46383,           45954,          40571,      94395,        45954,       57237
 436,      5848,         270,       2628,         6314,           3013,          3211,         46533,           46103,          40197,      94830,        46103,       57477
 437,      5580,         284,       2535,         6325,           3013,          3241,         46714,           46283,          40479,      95266,        46283,       59448
 438,      5555,         276,       2562,         6343,           3024,          3292,         46827,           46395,          41157,      95703,        46395,       59077
 439,      5639,         288,       2603,         6346,           3029,          3280,         46950,           46517,          41359,      96141,        46517,       59241
 440,      5809,         299,       2666,         6371,           3043,          3320,         46984,           46550,          41343,      96580,        46550,       59585
 441,      6393,         297,       2872,         6396,           3037,          3301,         47226,           46791,          41555,      97020,        46791,       59783
 442,      6056,         293,       2761,         6427,           3068,          3327,         47280,           46844,          41596,      97461,        46844,       59907
 443,      5395,         275,       2517,         6440,           3075,          3358,         47294,           46857,          41570,      97903,        46857,       60111
 444,      5899,         285,       2692,         6443,           3065,          3329,         47481,           47043,          41783,      98346,        47043,       60340
 445,      5533,         284,       2616,         6458,           3081,          3498,         47907,           47468,          41777,      98790,        47468,       59540
 446,      5718,         285,       2596,         6507,           3110,          3325,         48298,           47858,          41720,      99235,        47858,       60647
 447,      6367,         288,       2865,         6484,           3089,          3352,         48726,           48285,          42885,      99681,        48285,       61736
 448,      6601,         285,       2961,         6512,           3098,          3363,         49080,           48638,          43156,     100128,        48638,       61888
 449,      6022,         302,       2777,         6526,           3102,          3376,         49407,           48964,          43498,     100576,        48964,       62280
 450,      5749,         283,       2651,         6544,           3108,          3378,         49779,           49335,          43848,     101025,        49335,       62134
 451,      7658,         335,       3286,         6576,           3136,          3338,         50229,           49784,          43483,     101475,        49784,       61836
 452,      5692,         293,       2589,         6597,           3146,          3353,         50238,           49792,          43540,     101926,        49792,       62160
 453,      5887,         287,       2668,         6629,           3165,          3365,         50362,           49915,          43512,     102378,        49915,       62200
 454,      5896,         285,       2720,         6639,           3166,          3544,         50539,           50091,          44102,     102831,        50091,       63529
 455,      5778,         290,       2673,         6639,           3164,          3435,         50705,           50256,          44241,     103285,        50256,       62813
 456,      6289,         304,       2808,         6651,           3161,          3384,         51056,           50606,          44124,     103740,        50606,       63387
 457,      5824,         290,       2691,         6664,           3185,          3394,         51376,           50925,          44902,     104196,        50925,       64181
 458,      5605,         284,       2559,         6705,           3189,          3416,         51488,           51036,          45266,     104653,        51036,       64711
 459,      5863,         294,       2712,         6689,           3180,          3431,         51930,           51477,          45495,     105111,        51477,       64779
 460,      6043,         304,       2769,         6729,           3200,          3483,         52211,           51757,          45211,     105570,        51757,       65382
 461,      5577,         293,       2599,         6752,           3219,          3495,         52312,           51857,          45732,     106030,        51857,       65893
 462,      5566,         295,       2580,         6762,           3219,          3432,         52337,           51881,          45941,     106491,        51881,       65692
 463,      5697,         291,       2695,         6796,           3248,          3667,         52799,           52343,          46617,     106953,        52343,       65972
 464,      5868,         289,       2671,         6795,           3254,          3458,         53153,           52696,          45986,     107416,        52696,       65683
 465,      5713,         296,       2627,         6827,           3256,          3468,         53192,           52734,          46254,     107880,        52734,       65834
 466,      6046,         302,       2740,         6842,           3262,          3499,         53218,           52759,          46145,     108345,        52759,       66138
 467,      6230,         297,       2808,         6852,           3255,          3473,         53227,           52767,          46107,     108811,        52767,       66459
 468,      5765,         293,       2635,         6866,           3278,          3498,         53438,           52977,          46442,     109278,        52977,       66504
 469,      6118,         308,       2789,         6892,           3293,          3496,         53485,           53023,          46162,     109746,        53023,       66515
 470,      6192,         306,       2822,         6913,           3293,          3500,         53747,           53284,          46578,     110215,        53284,       66927
 471,      6577,         307,       2924,         6923,           3292,          3504,         54169,           53705,          46880,     110685,        53705,       67448
 472,      6206,         306,       2821,         6948,           3310,          3544,         54200,           53735,          47678,     111156,        53735,       67793
 473,      6237,         303,       2805,         6954,           3310,          3522,         54556,           54090,          47141,     111628,        54090,       68185
 474,      5717,         300,       2611,         6957,           3322,          3534,         54867,           54400,          47375,     112101,        54400,       68035
 475,      6408,         310,       2878,         7007,           3325,          3544,         55113,           54645,          47658,     112575,        54645,       68614
 476,      6043,         294,       2732,         7025,           3336,          3563,         55459,           54990,          48251,     113050,        54990,       70235
 477,      5964,         306,       2770,         7019,           3339,          3633,         55930,           55460,          49424,     113526,        55460,       70748
 478,      5992,         315,       2784,         7015,           3328,          3628,         55935,           55464,          49479,     114003,        55464,       71237
 479,      6362,         318,       2923,         7075,           3371,          3660,         56222,           55750,          49688,     114481,        55750,       71473
 480,      6326,         312,       2908,         7075,           3365,          3673,         56383,           55910,          49407,     114960,        55910,       72277
 481,      5796,         307,       2760,         7094,           3386,          3780,         56832,           56358,          49874,     115440,        56358,       71571
 482,      6023,         298,       2748,         7122,           3394,          3612,         57118,           56643,          49535,     115921,        56643,       71026
 483,      6415,         307,       2881,         7123,           3390,          3606,         57196,           56720,          49779,     116403,        56720,       71225
 484,      6323,         318,       2861,         7137,           3401,          3642,         57220,           56743,          49684,     116886,        56743,       71586
 485,      6434,         311,       2897,         7149,           3399,          3666,         57395,           56917,          50445,     117370,        56917,       73156
 486,      6438,         318,       2972,         7162,           3411,          3705,         57517,           57038,          50992,     117855,        57038,       73466
 487,      6348,         305,       2925,         7184,           3428,          3719,         57601,           57121,          51081,     118341,        57121,       73145
 488,      6120,         314,       2836,         7203,           3443,          3734,         57607,           57126,          50698,     118828,        57126,       72814
 489,      6741,         314,       3109,         7245,           3446,          3885,         57824,           57342,          50629,     119316,        57342,       73752
 490,      6478,         313,       2981,         7251,           3466,          3753,         57908,           57425,          50955,     119805,        57425,       74033
 491,      6699,         327,       3079,         7261,           3470,          3763,         58281,           57797,          51520,     120295,        57797,       73989
 492,      6550,         321,       3031,         7290,           3486,          3780,         58762,           58277,          51944,     120786,        58277,       75084
 493,      6467,         315,       2981,         7304,           3483,          3775,         59007,           58521,          52165,     121278,        58521,       75505
 494,      6366,         318,       2937,         7323,           3504,          3803,         59048,           58561,          52059,     121771,        58561,       75135
 495,      6104,         324,       2861,         7331,           3500,          3728,         59234,           58746,          52203,     122265,        58746,       75488
 496,      6182,         322,       2876,         7376,           3522,          3831,         59578,           59089,          52730,     122760,        59089,       76344
 497,      6998,         317,       3210,         7375,           3524,          4014,         59838,           59348,          52780,     123256,        59348,       75188
 498,      6810,         329,       3053,         7384,           3537,          3753,         60039,           59548,          52357,     123753,        59548,       77006
 499,      6403,         319,       2981,         7405,           3536,          3905,         60278,           59786,          53399,     124251,        59786,       77275
 500,      6681,         310,       3026,         7419,           3539,          3762,         60441,           59948,          52866,     124750,        59948,       76375
 501,      6543,         323,       2965,         7464,           3564,          3789,         60642,           60148,          52731,     125250,        60148,       76871
 502,      6693,         328,       3097,         7470,           3566,          3858,         61134,           60639,          53777,     125751,        60639,       78285
 503,      6049,         313,       2815,         7499,           3587,          3846,         61179,           60683,          53495,     126253,        60683,       77822
 504,      6336,         315,       2880,         7503,           3585,          3806,         61482,           60985,          53603,     126756,        60985,       78660
 505,      6368,         326,       2990,         7532,           3598,          4169,         61583,           61085,          54785,     127260,        61085,       80227
 506,      6453,         322,       2974,         7540,           3594,          3824,         61942,           61443,          55134,     127765,        61443,       79598
 507,      6374,         317,       3108,         7540,           3601,          3870,         62295,           61795,          55192,     128271,        61795,       80560
 508,      7597,         352,       3385,         7565,           3614,          3957,         62685,           62184,          55776,     128778,        62184,       80675
 509,      6366,         318,       2912,         7607,           3630,          3940,         63023,           62521,          55496,     129286,        62521,       80921
 510,      6184,         323,       2967,         7609,           3632,          4135,         63265,           62762,          56641,     129795,        62762,       81001
 511,      6740,         322,       3062,         7613,           3632,          3967,         63291,           62787,          56016,     130305,        62787,       81433
 512,      6843,         326,       3239,         7660,           3679,          4096,         63644,           63139,          56213,     130816,        63139,       81367
 513,      6816,         319,       3078,         7676,           3671,          3966,         64116,           63610,          56679,     131328,        63610,       82635
 514,      6661,         317,       3075,         7691,           3670,          4028,         64133,           63626,          57096,     131841,        63626,       82587
 515,      7683,         337,       3540,         7712,           3683,          3985,         64411,           63903,          57439,     132355,        63903,       83355
 516,      8071,         321,       3630,         7728,           3688,          4018,         64865,           64356,          58100,     132870,        64356,       83941
 517,      6494,         326,       3170,         7740,           3683,          4201,         65286,           64776,          58170,     133386,        64776,       83519
 518,      6376,         341,       2948,         7763,           3694,          4109,         65525,           65014,          58184,     133903,        65014,       83569
 519,      6966,         326,       3226,         7771,           3699,          4184,         65633,           65121,          58589,     134421,        65121,       83777
 520,      6943,         334,       3150,         7791,           3716,          4198,         66017,           65504,          58958,     134940,        65504,       88751
 521,      7394,         337,       3328,         7795,           3728,          3996,         66514,           66000,          59150,     135460,        66000,       85188
 522,      7403,         330,       3330,         7833,           3741,          4076,         66648,           66133,          59150,     135981,        66133,       85150
 523,      7254,         330,       3252,         7837,           3742,          4156,         67065,           66549,          59231,     136503,        66549,       85191
 524,      6543,         352,       3086,         7868,           3758,          4113,         67150,           66633,          59864,     137026,        66633,       85649
 525,      7161,         349,       3298,         7878,           3765,          4086,         67218,           66700,          59659,     137550,        66700,       86108
 526,      7714,         358,       3578,         7906,           3790,          4137,         67512,           66993,          59092,     138075,        66993,       86309
 527,      7206,         353,       3327,         7903,           3772,          4089,         67993,           67473,          60250,     138601,        67473,       87229
 528,      6714,         339,       3139,         7945,           3790,          4132,         68223,           67702,          60395,     139128,        67702,       87643
 529,      7017,         328,       3233,         7969,           3803,          4153,         68454,           67932,          60881,     139656,        67932,       86242
 530,      6508,         337,       3042,         7982,           3814,          4059,         68637,           68114,          60192,     140185,        68114,       88055
 531,      7058,         337,       3323,         7989,           3799,          4260,         69139,           68615,          61766,     140715,        68615,       88645
 532,      6854,         341,       3119,         8013,           3834,          4084,         69502,           68977,          61840,     141246,        68977,       88608
 533,      6784,         330,       3236,         8030,           3842,          4120,         69919,           69393,          62114,     141778,        69393,       89323
 534,      7003,         352,       3186,         8048,           3852,          4156,         70080,           69553,          62016,     142311,        69553,       90582
 535,      7311,         345,       3284,         8065,           3865,          4141,         70591,           70063,          62568,     142845,        70063,       89905
 536,      6959,         340,       3201,         8075,           3855,          4105,         70701,           70172,          61588,     143380,        70172,       89808
 537,      8561,         370,       3800,         8110,           3878,          4195,         70708,           70178,          62501,     143916,        70178,       90692
 538,      8522,         365,       3784,         8134,           3889,          4209,         70864,           70333,          62824,     144453,        70333,       90466
 539,      7549,         344,       3407,         8152,           3904,          4203,         71311,           70779,          61976,     144991,        70779,       89563
 540,      6867,         368,       3244,         8167,           3905,          4302,         71551,           71018,          63056,     145530,        71018,       89951
 541,      7100,         350,       3237,         8167,           3910,          4163,         71690,           71156,          62407,     146070,        71156,       90348
 542,      7094,         344,       3241,         8208,           3924,          4167,         72072,           71537,          63503,     146611,        71537,       92535
 543,      8663,         371,       3876,         8232,           3941,          4305,         72551,           72015,          64610,     147153,        72015,       93403
 544,      7907,         354,       3566,         8241,           3937,          4266,         72660,           72123,          64642,     147696,        72123,       93302
 545,      7570,         343,       3508,         8254,           3949,          4282,         73016,           72478,          64385,     148240,        72478,       92840
 546,      7395,         346,       3390,         8287,           3955,          4292,         73377,           72838,          65060,     148785,        72838,       94105
 547,      7152,         336,       3333,         8297,           3963,          4430,         73392,           72852,          64239,     149331,        72852,       93639
 548,      7194,         341,       3246,         8318,           3983,          4256,         73399,           72858,          65177,     149878,        72858,       94857
 549,      7111,         360,       3308,         8322,           3979,          4322,         73823,           73281,          65510,     150426,        73281,       95135
 550,      8074,         357,       3648,         8330,           3987,          4321,         74018,           73475,          65850,     150975,        73475,       95553
 551,      7078,         347,       3274,         8359,           3990,          4270,         74291,           73747,          65247,     151525,        73747,       94042
 552,      7198,         354,       3268,         8375,           4017,          4266,         74371,           73826,          64918,     152076,        73826,       94097
 553,      7005,         345,       3288,         8393,           4032,          4470,         74564,           74018,          66090,     152628,        74018,       96176
 554,      7083,         358,       3239,         8421,           4017,          4374,         74914,           74367,          66401,     153181,        74367,       95467
 555,      7763,         355,       3484,         8422,           4013,          4300,         75396,           74848,          65783,     153735,        74848,       96097
 556,      8559,         368,       3929,         8466,           4039,          4384,         75576,           75027,          68169,     154290,        75027,       97677
 557,      7651,         365,       3526,         8467,           4057,          4398,         76119,           75569,          67943,     154846,        75569,       97970
 558,      7523,         375,       3483,         8480,           4065,          4417,         76129,           75578,          68253,     155403,        75578,       98530
 559,      7465,         361,       3545,         8493,           4055,          4393,         76681,           76129,          67746,     155961,        76129,       97405
 560,      7225,         354,       3299,         8513,           4073,          4321,         76863,           76310,          67008,     156520,        76310,       96865
 561,      8280,         384,       3681,         8545,           4097,          4348,         77067,           76513,          67263,     157080,        76513,       97661
 562,      8201,         384,       3684,         8546,           4108,          4349,         77201,           76646,          67515,     157641,        76646,       98294
 563,      7693,         385,       3527,         8547,           4079,          4428,         77480,           76924,          69009,     158203,        76924,       99900
 564,      8024,         384,       3679,         8604,           4123,          4462,         77896,           77339,          69249,     158766,        77339,      100491
 565,      7677,         370,       3592,         8603,           4107,          4680,         78429,           77871,          69448,           ,             ,            
 566,      7395,         359,       3425,         8613,           4120,          4483,         78465,           77906,          69276,           ,             ,            
 567,      7748,         359,       3500,         8634,           4135,          4405,         78692,           78132,          69105,           ,             ,            
 568,      7469,         361,       3406,         8641,           4129,          4401,         78735,           78174,          68696,           ,             ,            
