   n, quick_cmp, quick_swaps, quick_time, heapsort_cmp, heapsort_swaps, heapsort_time, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
 611,      5109,         388,       2350,         9883,           4907,          5254,           904,             295,            530,     186355,          295,       74380
 612,      5129,         389,       2367,         9907,           4913,          5264,           906,             296,            539,     186966,          296,       74131
 613,      5106,         384,       2387,         9929,           4929,          5480,           907,             296,            539,     187578,          296,       74113
 614,      5116,         384,       2402,         9948,           4937,          5279,           908,             296,            536,     188191,          296,       73878
 615,      5177,         394,       2391,         9976,           4951,          5303,           909,             296,            544,     188805,          296,       74681
 616,      5223,         398,       2410,         9989,           4961,          5273,           910,             296,            531,     189420,          296,       74697
 617,      5177,         393,       2338,        10004,           4961,          5220,           912,             297,            531,     190036,          297,       75351
 618,      5156,         393,       2336,        10022,           4972,          5227,           913,             297,            530,     190653,          297,       75659
 619,      5173,         393,       2340,        10046,           4983,          5259,           914,             297,            537,     191271,          297,       75459
 620,      5183,         396,       2374,        10064,           4992,          5349,           915,             297,            542,     191890,          297,       75631
 621,      5197,         386,       2356,        10089,           5007,          5270,           917,             298,            531,     192510,          298,       75811
 622,      5206,         388,       2341,        10107,           5012,          5279,           918,             298,            531,     193131,          298,       75519
 623,      5239,         396,       2371,        10132,           5029,          5289,           919,             298,            529,     193753,          298,       75396
 624,      5252,         398,       2397,        10150,           5038,          5295,           921,             299,            533,     194376,          299,       75592
 625,      5249,         389,       2431,        10168,           5042,          5412,           922,             299,            535,     195000,          299,       76269
 626,      5274,         393,       2387,        10191,           5058,          5320,           925,             301,            534,     195625,          301,       76318
 627,      5269,         390,       2372,        10212,           5071,          5362,           929,             304,            542,     196251,          304,       77505
 628,      5309,         389,       2405,        10229,           5077,          5340,           930,             304,            536,     196878,          304,       77752
 629,      5261,         401,       2430,        10244,           5082,          5440,           931,             304,            538,     197506,          304,       78305
 630,      5288,         397,       2439,        10269,           5098,          5463,           933,             305,            545,     198135,          305,       79319
 631,      5318,         394,       2442,        10292,           5103,          5510,           934,             305,            556,     198765,          305,       78790
 632,      5322,         391,       2444,        10307,           5115,          5444,           936,             306,            545,     199396,          306,       78049
 633,      5339,         398,       2408,        10327,           5127,          5391,           937,             306,            546,     200028,          306,       78211
 634,      5348,         399,       2451,        10349,           5143,          5418,           938,             306,            542,     200661,          306,       78320
 635,      5395,         408,       2440,        10370,           5144,          5419,           940,             307,            548,     201295,          307,       79003
 636,      5385,         403,       2431,        10381,           5149,          5413,           941,             307,            547,     201930,          307,       78762
 637,      5401,         406,       2520,        10401,           5157,          5558,           945,             310,            555,     202566,          310,       79343
 638,      5426,         409,       2464,        10425,           5179,          5481,           948,             312,            553,     203203,          312,       79461
 639,      5425,         401,       2444,        10441,           5181,          5460,           949,             312,            552,     203841,          312,       81244
 640,      5448,         397,       2515,        10455,           5189,          5552,           950,             312,            572,     204480,          312,       81773
 641,      5406,         409,       2490,        10487,           5210,          5579,           951,             312,            552,     205120,          312,       82018
 642,      5417,         406,       2498,        10504,           5208,          5599,           953,             313,            561,     205761,          313,       81638
 643,      5454,         401,       2459,        10520,           5216,          5502,           954,             313,            561,     206403,          313,       80536
 644,      5462,         402,       2516,        10536,           5225,          5603,           955,             313,            569,     207046,          313,       82340
 645,      5476,         414,       2558,        10564,           5229,          5622,           956,             313,            567,     207690,          313,       81290
 646,      5478,         404,       2469,        10585,           5258,          5527,           958,             314,            561,     208335,          314,       81420
 647,      5452,         406,       2447,        10608,           5264,          5539,           959,             314,            557,     208981,          314,       82217
 648,      5463,         398,       2547,        10627,           5277,          5754,           962,             316,            583,     209628,          316,       82991
 649,      5533,         405,       2525,        10648,           5288,          5612,           967,             320,            566,     210276,          320,       84078
 650,      5536,         410,       2544,        10663,           5293,          5563,           968,             320,            566,     210925,          320,       84588
 651,      5509,         408,       2526,        10684,           5301,          5686,           969,             320,            571,     211575,          320,       84946
 652,      5517,         409,       2526,        10703,           5310,          5591,           971,             321,            566,     212226,          321,       85516
 653,      5566,         405,       2549,        10720,           5320,          5700,           972,             321,            568,     212878,          321,       85154
 654,      5571,         408,       2553,        10736,           5323,          5693,           973,             321,            570,     213531,          321,       84213
 655,      5565,         409,       2498,        10757,           5335,          5612,           975,             322,            567,     214185,          322,       84779
 656,      5622,         419,       2579,        10778,           5350,          5717,           976,             322,            591,     214840,          322,       86058
 657,      5622,         411,       2590,        10789,           5351,          5783,           977,             322,            581,     215496,          322,       86076
 658,      5586,         413,       2543,        10810,           5369,          5652,           979,             323,            575,     216153,          323,       86454
 659,      5585,         415,       2551,        10835,           5378,          5759,           980,             323,            581,     216811,          323,       85662
 660,      5613,         418,       2599,        10858,           5392,          5822,           984,             326,            579,     217470,          326,       85942
 661,      5619,         419,       2531,        10876,           5393,          5651,           986,             327,            580,     218130,          327,       86211
 662,      5618,         420,       2525,        10886,           5404,          5670,           987,             327,            589,     218791,          327,       87322
 663,      5645,         411,       2584,        10916,           5417,          5796,           988,             327,            575,     219453,          327,       87665
 664,      5657,         412,       2590,        10937,           5432,          5810,           989,             327,            589,     220116,          327,       86909
 665,      5627,         405,       2543,        10954,           5433,          5718,           990,             327,            581,     220780,          327,       86677
 666,      5633,         404,       2527,        10971,           5443,          5720,           991,             327,            579,     221445,          327,       87854
 667,      5668,         419,       2658,        10990,           5451,          5990,           992,             327,            600,     222111,          327,       88054
 668,      5680,         419,       2608,        11005,           5461,          5848,           994,             328,            597,     222778,          328,       89750
 669,      5756,         420,       2635,        11032,           5474,          5851,           995,             328,            590,     223446,          328,       89279
 670,      5758,         423,       2590,        11048,           5485,          5757,           996,             328,            580,     224115,          328,       88660
 671,      5733,         435,       2672,        11070,           5490,          5893,           997,             328,            596,     224785,          328,       88827
 672,      5727,         428,       2578,        11092,           5501,          5816,           999,             329,            584,     225456,          329,       89076
 673,      5730,         427,       2568,        11111,           5518,          5841,          1003,             332,            589,     226128,          332,       89240
 674,      5755,         424,       2593,        11126,           5522,          5800,          1004,             332,            584,     226801,          332,       89900
 675,      5772,         421,       2586,        11149,           5534,          5825,          1005,             332,            586,     227475,          332,       90444
 676,      5782,         422,       2644,        11166,           5541,          5927,          1006,             332,            600,     228150,          332,       91715
 677,      5782,         423,       2645,        11186,           5554,          5948,          1007,             332,            602,     228826,          332,       91783
 678,      5790,         425,       2649,        11208,           5559,          5952,          1008,             332,            603,     229503,          332,       92162
 679,      5786,         432,       2657,        11229,           5576,          5962,          1009,             332,            599,     230181,          332,       91206
 680,      5795,         426,       2595,        11239,           5578,          5889,          1011,             333,            604,     230860,          333,       92832
 681,      5848,         422,       2711,        11257,           5585,          5998,          1012,             333,            607,     231540,          333,       91798
 682,      5850,         420,       2619,        11291,           5608,          5893,          1013,             333,            596,     232221,          333,       91094
 683,      5818,         429,       2605,        11309,           5613,          5898,          1014,             333,            591,     232903,          333,       92128
 684,      5827,         430,       2620,        11327,           5624,          5905,          1015,             333,            592,     233586,          333,       92483
 685,      5857,         418,       2624,        11353,           5637,          5914,          1016,             333,            593,     234270,          333,       92220
 686,      5829,         427,       2615,        11365,           5641,          5921,          1018,             334,            593,     234955,          334,       92513
 687,      5879,         433,       2645,        11385,           5654,          5931,          1021,             336,            597,     235641,          336,       92877
 688,      5896,         433,       2671,        11406,           5670,          5969,          1023,             337,            603,     236328,          337,       92929
 689,      5893,         425,       2641,        11426,           5670,          5960,          1025,             338,            597,     237016,          338,       95041
 690,      5937,         429,       2835,        11445,           5680,          6124,          1026,             338,            600,     237705,          338,       93777
 691,      5909,         428,       2723,        11475,           5702,          6108,          1027,             338,            601,     238395,          338,       93836
 692,      5920,         429,       2665,        11488,           5709,          5995,          1028,             338,            602,     239086,          338,       93925
 693,      5946,         436,       2680,        11504,           5717,          6030,          1030,             339,            614,     239778,          339,       94999
 694,      5957,         449,       2738,        11523,           5724,          6004,          1031,             339,            603,     240471,          339,       95024
 695,      5964,         437,       2694,        11543,           5728,          6129,          1035,             342,            621,     241165,          342,       96359
 696,      5979,         437,       2676,        11555,           5735,          6031,          1036,             342,            607,     241860,          342,       97151
 697,      5975,         432,       2728,        11574,           5739,          6141,          1037,             342,            615,     242556,          342,       97124
 698,      5975,         426,       2719,        11604,           5765,          6172,          1038,             342,            619,     243253,          342,       97270
 699,      5979,         435,       2679,        11624,           5769,          6066,          1040,             343,            607,     243951,          343,       97770
 700,      5985,         434,       2738,        11641,           5786,          6187,          1043,             345,            620,     244650,          345,       98563
 701,      5977,         440,       2776,        11661,           5787,          6165,          1044,             345,            615,     245350,          345,       97264
 702,      5994,         442,       2692,        11681,           5796,          6095,          1049,             349,            615,     246051,          349,       96915
 703,      6017,         438,       2703,        11699,           5808,          6106,          1050,             349,            616,     246753,          349,       97648
 704,      6030,         436,       2714,        11715,           5818,          6113,          1051,             349,            621,     247456,          349,       97291
 705,      6046,         443,       2717,        11739,           5825,          6121,          1052,             349,            620,     248160,          349,       97650
 706,      6082,         436,       2730,        11752,           5832,          6120,          1055,             351,            617,     248865,          351,       98290
 707,      6056,         443,       2715,        11780,           5849,          6175,          1056,             351,            616,     249571,          351,       98516
 708,      6065,         444,       2724,        11794,           5863,          6174,          1058,             352,            622,     250278,          352,      100176
 709,      6062,         437,       2807,        11819,           5878,          6250,          1059,             352,            628,           ,             ,            
 710,      6088,         443,       2761,        11836,           5876,          6327,          1060,             352,            636,           ,             ,            
 711,      6135,         446,       2806,        11860,           5888,          6311,          1061,             352,            649,           ,             ,            
 712,      6132,         456,       2768,        11873,           5893,          6184,          1062,             352,            619,           ,             ,            
 713,      6137,         441,       2794,        11895,           5902,          6241,          1063,             352,            625,           ,             ,            
 714,      6131,         444,       2757,        11916,           5918,          6324,          1065,             353,            634,           ,             ,            
 715,      6135,         450,       2810,        11939,           5935,          6391,          1068,             355,            635,           ,             ,            
 716,      6141,         451,       2808,        11955,           5938,          6362,          1069,             355,            638,           ,             ,            
 717,      6192,         456,       2836,        11975,           5947,          6387,          1070,             355,            637,           ,             ,            
 718,      6193,         459,       2840,        11995,           5956,          6370,          1071,             355,            638,           ,             ,            
 719,      6186,         456,       2835,        12018,           5967,          6389,          1072,             355,            641,           ,             ,            
 720,      6175,         456,       2827,        12033,           5969,          6391,          1073,             355,            636,           ,             ,            
 721,      6212,         454,       2842,        12058,           5981,          6403,          1074,             355,            641,           ,             ,            
 722,      6245,         454,       2922,        12064,           5990,          6358,          1075,             355,            651,           ,             ,            
 723,      6258,         460,       2821,        12086,           6006,          6323,          1077,             356,            628,           ,             ,            
 724,      6268,         459,       2867,        12108,           6007,          6396,          1078,             356,            641,           ,             ,            
 725,      6262,         460,       2864,        12128,           6014,          6453,          1079,             356,            642,           ,             ,            
 726,      6274,         460,       2868,        12150,           6035,          6474,          1080,             356,            642,           ,             ,            
 727,      6272,         452,       2860,        12169,           6038,          6521,          1081,             356,            645,           ,             ,            
 728,      6316,         449,       2874,        12190,           6047,          6474,          1082,             356,            641,           ,             ,            
 729,      6290,         461,       2877,        12207,           6060,          6484,          1083,             356,            648,           ,             ,            
 730,      6307,         465,       2876,        12230,           6075,          6530,          1084,             356,            648,           ,             ,            
 731,      6294,         458,       2871,        12244,           6074,          6501,          1085,             356,            648,           ,             ,            
 732,      6305,         459,       2882,        12266,           6087,          6515,          1086,             356,            645,           ,             ,            
 733,      6367,         466,       2912,        12287,           6098,          6523,          1087,             356,            647,           ,             ,            
 734,      6411,         465,       2933,        12306,           6108,          6531,          1089,             357,            646,           ,             ,            
 735,      6373,         455,       2899,        12328,           6115,          6554,          1090,             357,            650,           ,             ,            
 736,      6358,         452,       2896,        12342,           6123,          6574,          1091,             357,            648,           ,             ,            
 737,      6380,         463,       2911,        12369,           6144,          6582,          1092,             357,            652,           ,             ,            
 738,      6396,         466,       2928,        12392,           6152,          6602,          1094,             358,            648,           ,             ,            
 739,      6411,         461,       2933,        12408,           6161,          6580,          1097,             360,            657,           ,             ,            
 740,      6421,         459,       2924,        12428,           6172,          6803,          1102,             364,            709,           ,             ,            
 741,      6436,         463,       3079,        12449,           6177,          6654,          1103,             364,            656,           ,             ,            
 742,      6448,         467,       2958,        12465,           6185,          6659,          1104,             364,            660,           ,             ,            
 743,      6460,         467,       2953,        12482,           6193,          6637,          1105,             364,            657,           ,             ,            
 744,      6470,         465,       2961,        12502,           6203,          6702,          1106,             364,            654,           ,             ,            
 745,      6477,         466,       2926,        12526,           6216,          6586,          1109,             366,            648,           ,             ,            
 746,      6492,         468,       2918,        12549,           6230,          6546,          1113,             369,            653,           ,             ,            
 747,      6515,         466,       2912,        12567,           6239,          6581,          1116,             371,            652,           ,             ,            
 748,      6523,         464,       2922,        12582,           6245,          6553,          1117,             371,            652,           ,             ,            
 749,      6545,         474,       2937,        12600,           6247,          6598,          1118,             371,            653,           ,             ,            
 750,      6562,         477,       2959,        12624,           6263,          6577,          1119,             371,            665,           ,             ,            
 751,      6522,         470,       2918,        12644,           6277,          6593,          1121,             372,            660,           ,             ,            
 752,      6545,         471,       2929,        12659,           6292,          6605,          1122,             372,            655,           ,             ,            
 753,      6525,         466,       2921,        12687,           6299,          6612,          1123,             372,            658,           ,             ,            
 754,      6529,         467,       2924,        12708,           6313,          6632,          1125,             373,            663,           ,             ,            
 755,      6555,         470,       2915,        12728,           6321,          6648,          1127,             374,            661,           ,             ,            
 756,      6583,         468,       2934,        12739,           6327,          6640,          1130,             376,            662,           ,             ,            
 757,      6632,         481,       2965,        12762,           6337,          6652,          1131,             376,            661,           ,             ,            
 758,      6643,         482,       2965,        12781,           6347,          6689,          1132,             376,            674,           ,             ,            
 759,      6611,         470,       3010,        12799,           6359,          6706,          1133,             376,            660,           ,             ,            
 760,      6637,         478,       2999,        12814,           6364,          6803,          1135,             377,            678,           ,             ,            
 761,      6616,         466,       3005,        12849,           6378,          6812,          1136,             377,            664,           ,             ,            
 762,      6640,         473,       2963,        12867,           6387,          6762,          1140,             380,            682,           ,             ,            
 763,      6679,         482,       3051,        12872,           6389,          6850,          1142,             381,            682,           ,             ,            
 764,      6655,         477,       3031,        12909,           6411,          6847,          1143,             381,            686,           ,             ,            
 765,      6661,         473,       3024,        12929,           6415,          6883,          1144,             381,            702,           ,             ,            
 766,      6653,         467,       3088,        12933,           6417,          6970,          1145,             381,            699,           ,             ,            
 767,      6706,         476,       3121,        12965,           6440,          7008,          1146,             381,            706,           ,             ,            
 768,      6723,         475,       3017,        12989,           6447,          6772,          1149,             383,            674,           ,             ,            
 769,      6699,         475,       2986,        13006,           6460,          6791,          1151,             384,            672,           ,             ,            
 770,      6725,         476,       3005,        13019,           6464,          6756,          1152,             384,            676,           ,             ,            
 771,      6718,         493,       3022,        13047,           6478,          6808,          1153,             384,            675,           ,             ,            
 772,      6716,         492,       3021,        13064,           6485,          6844,          1154,             384,            677,           ,             ,            
 773,      6749,         497,       3026,        13085,           6495,          6819,          1156,             385,            677,           ,             ,            
 774,      6776,         494,       3038,        13104,           6504,          6827,          1159,             387,            682,           ,             ,            
 775,      6786,         490,       3036,        13118,           6512,          6850,          1160,             387,            678,           ,             ,            
 776,      6811,         493,       3047,        13134,           6523,          6844,          1161,             387,            678,           ,             ,            
 777,      6806,         496,       3056,        13161,           6536,          6869,          1162,             387,            684,           ,             ,            
 778,      6802,         493,       3048,        13177,           6543,          6879,          1163,             387,            681,           ,             ,            
 779,      6851,         497,       3077,        13196,           6554,          6891,          1164,             387,            677,           ,             ,            
 780,      6846,         494,       3073,        13216,           6568,          6888,          1165,             387,            680,           ,             ,            
 781,      6838,         496,       3059,        13238,           6561,          6894,          1166,             387,            681,           ,             ,            
 782,      6847,         496,       3069,        13255,           6582,          6906,          1167,             387,            684,           ,             ,            
 783,      6882,         494,       3078,        13274,           6588,          6953,          1168,             387,            679,           ,             ,            
 784,      6881,         492,       3067,        13294,           6601,          6973,          1169,             387,            684,           ,             ,            
 785,      6871,         492,       3077,        13315,           6610,          6950,          1170,             387,            682,           ,             ,            
 786,      6882,         497,       3082,        13333,           6622,          6946,          1171,             387,            687,           ,             ,            
 787,      6871,         495,       3069,        13361,           6635,          6974,          1172,             387,            689,           ,             ,            
 788,      6868,         504,       3076,        13378,           6646,          7019,          1173,             387,            684,           ,             ,            
 789,      6916,         495,       3091,        13399,           6657,          7025,          1175,             388,            692,           ,             ,            
 790,      6926,         496,       3120,        13416,           6665,          7017,          1176,             388,            689,           ,             ,            
 791,      6917,         499,       3109,        13437,           6664,          7013,          1178,             389,            687,           ,             ,            
 792,      6927,         497,       3094,        13448,           6672,          7052,          1179,             389,            699,           ,             ,            
 793,      6960,         498,       3119,        13469,           6676,          7030,          1180,             389,            688,           ,             ,            
 794,      6951,         503,       3112,        13492,           6698,          7042,          1181,             389,            687,           ,             ,            
 795,      6965,         509,       3119,        13510,           6698,          7062,          1182,             389,            690,           ,             ,            
 796,      6977,         510,       3136,        13530,           6716,          7057,          1183,             389,            691,           ,             ,            
 797,      6972,         501,       3112,        13551,           6725,          7060,          1184,             389,            694,           ,             ,            
 798,      6981,         501,       3114,        13574,           6733,          7093,          1185,             389,            694,           ,             ,            
 799,      7018,         505,       3152,        13595,           6743,          7085,          1186,             389,            694,           ,             ,            
 800,      7030,         498,       3139,        13612,           6757,          7100,          1188,             390,            697,           ,             ,            
 801,      7048,         509,       3165,        13632,           6769,          7114,          1189,             390,            691,           ,             ,            
 802,      7050,         509,       3163,        13649,           6778,          7115,          1190,             390,            701,           ,             ,            
 803,      7058,         510,       3163,        13672,           6790,          7142,          1191,             390,            694,           ,             ,            
 804,      7069,         510,       3165,        13691,           6797,          7135,          1192,             390,            694,           ,             ,            
 805,      7064,         503,       3148,        13717,           6805,          7142,          1193,             390,            691,           ,             ,            
 806,      7124,         508,       3187,        13727,           6813,          7174,          1194,             390,            706,           ,             ,            
 807,      7112,         502,       3169,        13756,           6828,          7179,          1195,             390,            696,           ,             ,            
 808,      7085,         509,       3165,        13776,           6834,          7174,          1196,             390,            693,           ,             ,            
 809,      7098,         506,       3167,        13791,           6850,          7210,          1197,             390,            697,           ,             ,            
 810,      7113,         506,       3180,        13809,           6860,          7201,          1198,             390,            694,           ,             ,            
 811,      7141,         516,       3343,        13828,           6869,          7256,          1200,             391,            706,           ,             ,            
 812,      7155,         514,       3219,        13848,           6870,          7234,          1202,             392,            703,           ,             ,            
 813,      7103,         513,       3170,        13872,           6886,          7260,          1203,             392,            702,           ,             ,            
 814,      7136,         515,       3190,        13890,           6895,          7241,          1204,             392,            699,           ,             ,            
 815,      7159,         515,       3210,        13910,           6899,          7410,          1206,             393,            715,           ,             ,            
 816,      7161,         512,       3263,        13919,           6905,          7299,          1208,             394,            705,           ,             ,            
 817,      7171,         511,       3192,        13946,           6925,          7294,          1210,             395,            712,           ,             ,            
 818,      7179,         511,       3211,        13968,           6937,          7335,          1215,             399,            710,           ,             ,            
 819,      7173,         505,       3199,        13991,           6943,          7317,          1216,             399,            711,           ,             ,            
 820,      7182,         503,       3200,        14005,           6949,          7299,          1217,             399,            712,           ,             ,            
 821,      7290,         516,       3265,        14031,           6961,          7318,          1218,             399,            712,           ,             ,            
 822,      7277,         519,       3248,        14048,           6970,          7318,          1219,             399,            708,           ,             ,            
 823,      7281,         523,       3275,        14066,           6976,          7356,          1220,             399,            729,           ,             ,            
 824,      7261,         526,       3249,        14088,           6983,          7348,          1221,             399,            714,           ,             ,            
 825,      7240,         513,       3235,        14109,           6992,          7348,          1222,             399,            710,           ,             ,            
 826,      7267,         521,       3244,        14126,           7006,          7427,          1223,             399,            714,           ,             ,            
 827,      7278,         513,       3247,        14148,           7018,          7607,          1225,             400,            741,           ,             ,            
 828,      7284,         511,       3305,        14168,           7033,          7472,          1228,             402,            715,           ,             ,            
 829,      7301,         515,       3267,        14189,           7037,          7416,          1230,             403,            724,           ,             ,            
 830,      7292,         513,       3250,        14204,           7045,          7447,          1231,             403,            715,           ,             ,            
 831,      7319,         525,       3282,        14223,           7053,          7415,          1232,             403,            722,           ,             ,            
 832,      7333,         528,       3271,        14234,           7067,          7552,          1233,             403,            738,           ,             ,            
 833,      7366,         516,       3348,        14258,           7070,          7607,          1234,             403,            742,           ,             ,            
 834,      7368,         527,       3360,        14285,           7082,          7513,          1235,             403,            735,           ,             ,            
 835,      7374,         517,       3314,        14300,           7093,          7595,          1236,             403,            732,           ,             ,            
 836,      7364,         524,       3350,        14318,           7101,          7603,          1240,             406,            741,           ,             ,            
 837,      7378,         518,       3346,        14345,           7116,          7602,          1241,             406,            740,           ,             ,            
 838,      7401,         520,       3359,        14362,           7129,          7650,          1242,             406,            744,           ,             ,            
 839,      7398,         529,       3364,        14380,           7134,          7637,          1243,             406,            738,           ,             ,            
 840,      7409,         530,       3402,        14396,           7142,          7633,          1244,             406,            746,           ,             ,            
 841,      7433,         532,       3397,        14416,           7145,          7657,          1245,             406,            739,           ,             ,            
 842,      7445,         539,       3391,        14441,           7155,          7657,          1246,             406,            742,           ,             ,            
 843,      7444,         534,       3385,        14454,           7166,          7693,          1247,             406,            742,           ,             ,            
 844,      7473,         534,       3415,        14477,           7184,          7703,          1248,             406,            741,           ,             ,            
 845,      7467,         536,       3408,        14497,           7190,          7717,          1249,             406,            750,           ,             ,            
 846,      7472,         536,       3409,        14518,           7197,          7706,          1250,             406,            748,           ,             ,            
 847,      7467,         532,       3401,        14538,           7207,          7726,          1251,             406,            741,           ,             ,            
 848,      7482,         533,       3416,        14558,           7211,          7722,          1252,             406,            742,           ,             ,            
 849,      7520,         536,       3422,        14583,           7224,          7731,          1253,             406,            743,           ,             ,            
 850,      7500,         537,       3413,        14592,           7230,          7768,          1255,             407,            741,           ,             ,            
 851,      7517,         536,       3417,        14622,           7248,          7797,          1256,             407,            747,           ,             ,            
 852,      7531,         536,       3427,        14637,           7257,          7764,          1257,             407,            746,           ,             ,            
 853,      7554,         536,       3441,        14659,           7269,          7776,          1259,             408,            749,           ,             ,            
 854,      7572,         534,       3441,        14683,           7277,          7787,          1260,             408,            746,           ,             ,            
 855,      7577,         540,       3438,        14700,           7289,          7800,          1261,             408,            746,           ,             ,            
 856,      7543,         541,       3425,        14716,           7294,          7817,          1262,             408,            748,           ,             ,            
 857,      7573,         522,       3428,        14730,           7309,          7793,          1264,             409,            754,           ,             ,            
 858,      7611,         535,       3468,        14751,           7320,          7821,          1266,             410,            745,           ,             ,            
 859,      7617,         536,       3391,        14775,           7327,          7737,          1268,             411,            756,           ,             ,            
 860,      7637,         538,       3468,        14792,           7334,          7856,          1270,             412,            754,           ,             ,            
 861,      7630,         540,       3463,        14807,           7347,          7876,          1271,             412,            758,           ,             ,            
 862,      7623,         539,       3463,        14837,           7364,          7906,          1272,             412,            754,           ,             ,            
 863,      7641,         543,       3478,        14857,           7378,          7885,          1273,             412,            755,           ,             ,            
 864,      7660,         538,       3490,        14870,           7374,          7917,          1274,             412,            759,           ,             ,            
 865,      7673,         547,       3503,        14890,           7383,          7898,          1276,             413,            770,           ,             ,            
 866,      7690,         542,       3499,        14910,           7402,          7918,          1278,             414,            759,           ,             ,            
 867,      7736,         543,       3515,        14926,           7408,          7933,          1282,             417,            760,           ,             ,            
 868,      7749,         543,       3532,        14953,           7416,          7951,          1283,             417,            758,           ,             ,            
 869,      7724,         543,       3513,        14966,           7425,          7935,          1284,             417,            754,           ,             ,            
 870,      7731,         552,       3452,        14992,           7447,          7825,          1285,             417,            749,           ,             ,            
 871,      7770,         553,       3509,        15011,           7451,          7839,          1286,             417,            752,           ,             ,            
 872,      7779,         555,       3483,        15026,           7450,          7832,          1288,             418,            765,           ,             ,            
 873,      7774,         551,       3528,        15038,           7452,          7988,          1289,             418,            775,           ,             ,            
 874,      7766,         550,       3546,        15062,           7471,          8008,          1290,             418,            772,           ,             ,            
 875,      7783,         540,       3544,        15088,           7485,          8008,          1291,             418,            766,           ,             ,            
 876,      7793,         540,       3549,        15107,           7496,          8032,          1292,             418,            766,           ,             ,            
 877,      7810,         558,       3554,        15127,           7504,          8030,          1294,             419,            766,           ,             ,            
 878,      7824,         558,       3561,        15149,           7519,          8037,          1296,             420,            768,           ,             ,            
 879,      7856,         554,       3570,        15166,           7527,          8009,          1297,             420,            766,           ,             ,            
 880,      7844,         555,       3567,        15183,           7532,          8013,          1298,             420,            771,           ,             ,            
 881,      7834,         559,       3611,        15203,           7541,          8020,          1300,             421,            771,           ,             ,            
 882,      7862,         558,       3567,        15224,           7558,          8054,          1301,             421,            769,           ,             ,            
 883,      7840,         564,       3583,        15243,           7561,          8062,          1302,             421,            773,           ,             ,            
 884,      7865,         568,       3578,        15263,           7575,          8064,          1303,             421,            772,           ,             ,            
 885,      7851,         559,       3587,        15283,           7586,          8117,          1305,             422,            772,           ,             ,            
 886,      7890,         570,       3606,        15305,           7592,          8148,          1306,             422,            774,           ,             ,            
 887,      7902,         565,       3609,        15326,           7606,          8163,          1307,             422,            774,           ,             ,            
 888,      7912,         565,       3605,        15342,           7618,          8183,          1308,             422,            774,           ,             ,            
 889,      7888,         564,       3674,        15363,           7620,          8101,          1309,             422,            765,           ,             ,            
 890,      7898,         557,       3544,        15380,           7630,          8022,          1310,             422,            763,           ,             ,            
 891,      7901,         568,       3591,        15400,           7644,          8057,          1311,             422,            767,           ,             ,            
 892,      7910,         568,       3535,        15423,           7651,          8065,          1312,             422,            764,           ,             ,            
 893,      7936,         562,       3592,        15448,           7669,          8225,          1313,             422,            781,           ,             ,            
 894,      7936,         570,       3646,        15458,           7670,          8222,          1315,             423,            781,           ,             ,            
 895,      7946,         554,       3600,        15484,           7682,          8259,          1317,             424,            787,           ,             ,            
 896,      7961,         556,       3612,        15505,           7691,          8270,          1320,             426,            787,           ,             ,            
 897,      7972,         570,       3631,        15520,           7694,          8259,          1321,             426,            781,           ,             ,            
 898,      7971,         561,       3617,        15539,           7700,          8284,          1322,             426,            779,           ,             ,            
 899,      7994,         571,       3642,        15565,           7722,          8279,          1324,             427,            787,           ,             ,            
 900,      8003,         572,       3645,        15579,           7726,          8303,          1325,             427,            791,           ,             ,            
 901,      7997,         560,       3598,        15605,           7735,          8310,          1326,             427,            788,           ,             ,            
 902,      7994,         561,       3624,        15623,           7756,          8317,          1327,             427,            786,           ,             ,            
 903,      8071,         580,       3675,        15640,           7757,          8337,          1329,             428,            790,           ,             ,            
 904,      8074,         575,       3689,        15658,           7771,          8423,          1330,             428,            787,           ,             ,            
 905,      8056,         563,       3647,        15672,           7770,          8344,          1331,             428,            798,           ,             ,            
 906,      8085,         569,       3664,        15698,           7787,          8358,          1332,             428,            777,           ,             ,            
 907,      8095,         563,       3602,        15716,           7794,          8213,          1333,             428,            811,           ,             ,            
 908,      8136,         572,       3623,        15738,           7805,          8235,          1334,             428,            780,           ,             ,            
 909,      8116,         569,       3620,        15756,           7816,          8217,          1337,             430,            777,           ,             ,            
 910,      8111,         565,       3607,        15777,           7824,          8241,          1341,             433,            777,           ,             ,            
 911,      8111,         570,       3612,        15798,           7839,          8264,          1342,             433,            788,           ,             ,            
 912,      8130,         573,       3645,        15819,           7851,          8250,          1343,             433,            781,           ,             ,            
 913,      8170,         567,       3652,        15840,           7857,          8284,          1345,             434,            791,           ,             ,            
 914,      8176,         574,       3649,        15855,           7868,          8253,          1346,             434,            784,           ,             ,            
 915,      8226,         579,       3679,        15877,           7880,          8278,          1347,             434,            786,           ,             ,            
 916,      8261,         580,       3689,        15886,           7888,          8296,          1348,             434,            787,           ,             ,            
 917,      8213,         576,       3659,        15912,           7898,          8315,          1349,             434,            792,           ,             ,            
 918,      8247,         577,       3683,        15932,           7907,          8311,          1350,             434,            791,           ,             ,            
 919,      8216,         583,       3652,        15954,           7919,          8325,          1352,             435,            791,           ,             ,            
 920,      8266,         583,       3673,        15965,           7920,          8343,          1353,             435,            786,           ,             ,            
