   n, quick_cmp, quick_swaps, quick_time, heapsort_cmp, heapsort_swaps, heapsort_time, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
 309,      2270,         194,       1043,         4376,           2167,          2273,           455,             148,            259,      47586,          148,       18195
 310,      2286,         192,       1050,         4395,           2176,          2284,           456,             148,            257,      47895,          148,       18215
 311,      2310,         192,       1054,         4414,           2190,          2291,           457,             148,            257,      48205,          148,       18414
 312,      2309,         193,       1057,         4432,           2193,          2302,           458,             148,            261,      48516,          148,       18605
 313,      2339,         198,       1069,         4448,           2202,          2315,           460,             149,            268,      48828,          149,       18707
 314,      2318,         203,       1072,         4464,           2213,          2342,           462,             150,            259,      49141,          150,       18777
 315,      2343,         194,       1070,         4482,           2218,          2327,           463,             150,            262,      49455,          150,       18862
 316,      2359,         198,       1082,         4500,           2230,          2337,           464,             150,            263,      49770,          150,       18898
 317,      2382,         205,       1095,         4520,           2241,          2379,           465,             150,            264,      50086,          150,       19147
 318,      2382,         204,       1097,         4533,           2247,          2350,           467,             151,            267,      50403,          151,       19259
 319,      2362,         202,       1086,         4552,           2252,          2362,           470,             153,            267,      50721,          153,       19588
 320,      2376,         203,       1094,         4571,           2261,          2376,           474,             156,            268,      51040,          156,       19485
 321,      2398,         199,       1095,         4588,           2266,          2378,           475,             156,            270,      51360,          156,       19546
 322,      2411,         201,       1110,         4602,           2277,          2391,           476,             156,            273,      51681,          156,       19727
 323,      2428,         201,       1110,         4626,           2287,          2405,           477,             156,            272,      52003,          156,       19787
 324,      2406,         200,       1101,         4643,           2302,          2413,           478,             156,            269,      52326,          156,       19837
 325,      2426,         208,       1107,         4656,           2309,          2423,           480,             157,            276,      52650,          157,       20159
 326,      2460,         207,       1127,         4675,           2317,          2432,           481,             157,            273,      52975,          157,       20284
 327,      2456,         205,       1121,         4694,           2325,          2444,           482,             157,            276,      53301,          157,       20500
 328,      2463,         206,       1146,         4716,           2337,          2450,           484,             158,            274,      53628,          158,       20668
 329,      2440,         197,       1107,         4729,           2337,          2454,           485,             158,            273,      53956,          158,       20554
 330,      2462,         205,       1138,         4752,           2354,          2463,           486,             158,            284,      54285,          158,       20777
 331,      2483,         205,       1132,         4763,           2361,          2525,           488,             159,            278,      54615,          159,       21008
 332,      2490,         206,       1139,         4782,           2371,          2489,           490,             160,            277,      54946,          160,       21001
 333,      2508,         213,       1165,         4800,           2377,          2532,           494,             163,            281,      55278,          163,       21525
 334,      2564,         213,       1217,         4818,           2390,          2547,           495,             163,            285,      55611,          163,       21481
 335,      2528,         217,       1177,         4835,           2396,          2525,           496,             163,            283,      55945,          163,       21327
 336,      2529,         213,       1163,         4854,           2408,          2523,           497,             163,            287,      56280,          163,       21637
 337,      2546,         211,       1166,         4875,           2415,          2532,           498,             163,            284,      56616,          163,       21639
 338,      2545,         212,       1165,         4888,           2417,          2549,           499,             163,            282,      56953,          163,       21756
 339,      2563,         212,       1168,         4903,           2429,          2544,           500,             163,            283,      57291,          163,       21820
 340,      2575,         215,       1176,         4922,           2443,          2559,           502,             164,            285,      57630,          164,       22001
 341,      2570,         215,       1179,         4942,           2453,          2572,           504,             165,            288,      57970,          165,       22169
 342,      2580,         215,       1183,         4959,           2458,          2575,           505,             165,            288,      58311,          165,       22289
 343,      2581,         209,       1177,         4984,           2475,          2594,           506,             165,            288,      58653,          165,       22624
 344,      2588,         210,       1182,         4997,           2472,          2597,           507,             165,            288,      58996,          165,       22640
 345,      2604,         213,       1188,         5016,           2482,          2606,           510,             167,            291,      59340,          167,       22755
 346,      2614,         212,       1194,         5034,           2493,          2620,           512,             168,            289,      59685,          168,       22881
 347,      2651,         218,       1208,         5053,           2500,          2617,           517,             172,            297,      60031,          172,       22968
 348,      2635,         212,       1210,         5070,           2512,          2635,           518,             172,            296,      60378,          172,       23081
 349,      2639,         220,       1204,         5087,           2517,          2644,           519,             172,            298,      60726,          172,       23172
 350,      2642,         221,       1210,         5104,           2529,          2662,           520,             172,            295,      61075,          172,       23401
 351,      2661,         219,       1212,         5119,           2531,          2693,           522,             173,            298,      61425,          173,       23561
 352,      2670,         220,       1219,         5139,           2541,          2673,           524,             174,            301,      61776,          174,       23804
 353,      2652,         220,       1213,         5158,           2551,          2689,           525,             174,            301,      62128,          174,       23808
 354,      2663,         219,       1209,         5172,           2565,          2690,           526,             174,            299,      62481,          174,       23983
 355,      2690,         221,       1229,         5193,           2568,          2694,           527,             174,            302,      62835,          174,       24042
 356,      2724,         225,       1244,         5212,           2583,          2707,           528,             174,            302,      63190,          174,       24181
 357,      2706,         224,       1238,         5224,           2583,          2712,           530,             175,            303,      63546,          175,       24513
 358,      2721,         223,       1342,         5244,           2598,          2893,           531,             175,            303,      63903,          175,       24574
 359,      2738,         226,       1250,         5260,           2602,          2774,           532,             175,            304,      64261,          175,       24658
 360,      2748,         226,       1253,         5279,           2611,          2739,           533,             175,            303,      64620,          175,       25039
 361,      2751,         232,       1262,         5299,           2618,          2752,           535,             176,            304,      64980,          176,       24857
 362,      2751,         230,       1257,         5316,           2628,          2759,           538,             178,            307,      65341,          178,       25015
 363,      2780,         231,       1280,         5339,           2649,          2789,           539,             178,            313,      65703,          178,       25380
 364,      2795,         233,       1294,         5350,           2656,          2794,           543,             181,            314,      66066,          181,       25556
 365,      2795,         226,       1307,         5368,           2657,          2795,           544,             181,            316,      66430,          181,       25755
 366,      2796,         227,       1276,         5386,           2674,          2823,           545,             181,            313,      66795,          181,       25655
 367,      2810,         230,       1283,         5402,           2676,          2820,           546,             181,            313,      67161,          181,       25866
 368,      2834,         236,       1300,         5413,           2679,          2825,           548,             182,            313,      67528,          182,       25997
 369,      2836,         229,       1314,         5430,           2685,          2998,           550,             183,            336,      67896,          183,       26419
 370,      2848,         231,       1327,         5453,           2703,          2852,           551,             183,            317,      68265,          183,       26093
 371,      2886,         231,       1316,         5467,           2711,          2845,           552,             183,            319,      68635,          183,       26319
 372,      2888,         233,       1318,         5488,           2720,          2851,           553,             183,            319,      69006,          183,       26457
 373,      2892,         233,       1318,         5509,           2724,          2865,           555,             184,            322,      69378,          184,       26721
 374,      2890,         230,       1319,         5518,           2737,          2872,           556,             184,            322,      69751,          184,       26676
 375,      2885,         237,       1317,         5539,           2747,          2876,           557,             184,            324,      70125,          184,       26928
 376,      2895,         237,       1323,         5556,           2749,          2885,           559,             185,            320,      70500,          185,       27224
 377,      2949,         241,       1358,         5575,           2757,          2899,           562,             187,            327,      70876,          187,       27232
 378,      2940,         243,       1350,         5594,           2767,          2905,           566,             190,            324,      71253,          190,       27487
 379,      2941,         235,       1343,         5616,           2781,          2918,           568,             191,            328,      71631,          191,       27564
 380,      2950,         235,       1343,         5630,           2792,          2925,           569,             191,            325,      72010,          191,       27719
 381,      2956,         237,       1349,         5646,           2797,          2938,           570,             191,            329,      72390,          191,       27823
 382,      2939,         232,       1336,         5666,           2805,          2974,           572,             192,            327,      72771,          192,       27995
 383,      2975,         232,       1346,         5686,           2821,          2949,           573,             192,            330,      73153,          192,       28128
 384,      2984,         235,       1358,         5696,           2824,          2965,           576,             194,            333,      73536,          194,       28383
 385,      2965,         247,       1359,         5722,           2839,          2988,           577,             194,            333,      73920,          194,       28449
 386,      2987,         249,       1376,         5733,           2841,          2984,           578,             194,            370,      74305,          194,       28545
 387,      3010,         248,       1378,         5744,           2843,          2981,           579,             194,            333,      74691,          194,       28745
 388,      3018,         248,       1390,         5762,           2861,          3035,           580,             194,            334,      75078,          194,       28823
 389,      3047,         250,       1394,         5786,           2866,          3002,           582,             195,            339,      75466,          195,       29397
 390,      3052,         245,       1386,         5803,           2877,          3047,           585,             197,            339,      75855,          197,       29156
 391,      3052,         249,       1394,         5823,           2889,          3031,           586,             197,            340,      76245,          197,       29338
 392,      3052,         250,       1393,         5840,           2897,          3078,           588,             198,            336,      76636,          198,       29387
 393,      3061,         246,       1398,         5852,           2900,          3047,           589,             198,            338,      77028,          198,       29618
 394,      3051,         252,       1399,         5875,           2912,          3054,           590,             198,            343,      77421,          198,       29778
 395,      3057,         251,       1392,         5897,           2920,          3061,           592,             199,            340,      77815,          199,       29842
 396,      3066,         252,       1412,         5910,           2931,          3096,           593,             199,            344,      78210,          199,       30164
 397,      3081,         250,       1433,         5928,           2937,          3086,           594,             199,            345,      78606,          199,       30297
 398,      3086,         256,       1409,         5944,           2950,          3099,           595,             199,            344,      79003,          199,       30354
 399,      3117,         247,       1450,         5961,           2952,          3102,           597,             200,            349,      79401,          200,       30900
 400,      3116,         250,       1444,         5979,           2963,          3124,           598,             200,            350,      79800,          200,       30919
 401,      3125,         253,       1437,         5990,           2969,          3130,           599,             200,            351,      80200,          200,       30903
 402,      3146,         256,       1444,         6016,           2989,          3128,           601,             201,            356,      80601,          201,       30982
 403,      3139,         255,       1447,         6032,           2992,          3152,           603,             202,            349,      81003,          202,       31394
 404,      3155,         252,       1435,         6049,           3003,          3145,           607,             205,            350,      81406,          205,       31355
 405,      3144,         257,       1431,         6068,           3008,          3160,           608,             205,            355,      81810,          205,       31409
 406,      3155,         259,       1441,         6081,           3015,          3163,           609,             205,            351,      82215,          205,       31559
 407,      3178,         259,       1448,         6102,           3024,          3179,           610,             205,            355,      82621,          205,       31708
 408,      3182,         261,       1454,         6116,           3030,          3180,           611,             205,            355,      83028,          205,       31993
 409,      3206,         261,       1463,         6128,           3037,          3188,           612,             205,            353,      83436,          205,       32054
 410,      3218,         260,       1468,         6149,           3052,          3210,           613,             205,            357,      83845,          205,       32307
 411,      3199,         254,       1466,         6164,           3057,          3213,           616,             207,            356,      84255,          207,       32475
 412,      3217,         257,       1494,         6183,           3067,          3231,           620,             210,            360,      84666,          210,       32637
 413,      3222,         252,       1468,         6206,           3082,          3228,           621,             210,            360,      85078,          210,       32727
 414,      3238,         252,       1471,         6225,           3086,          3282,           622,             210,            360,      85491,          210,       32932
 415,      3268,         263,       1490,         6237,           3093,          3267,           623,             210,            361,      85905,          210,       32985
 416,      3275,         264,       1493,         6263,           3108,          3339,           624,             210,            361,      86320,          210,       33343
 417,      3279,         257,       1489,         6279,           3119,          3386,           625,             210,            385,      86736,          210,       33445
 418,      3274,         260,       1488,         6296,           3129,          3285,           626,             210,            366,      87153,          210,       33620
 419,      3275,         266,       1490,         6310,           3125,          3310,           628,             211,            364,      87571,          211,       33750
 420,      3286,         267,       1497,         6326,           3141,          3291,           629,             211,            365,      87990,          211,       33837
 421,      3305,         262,       1501,         6344,           3149,          3332,           630,             211,            364,      88410,          211,       34074
 422,      3332,         268,       1517,         6359,           3157,          3310,           631,             211,            365,      88831,          211,       34155
 423,      3324,         266,       1513,         6381,           3164,          3321,           633,             212,            366,      89253,          212,       34363
 424,      3334,         268,       1518,         6400,           3176,          3334,           634,             212,            367,      89676,          212,       34723
 425,      3337,         269,       1531,         6421,           3183,          3350,           635,             212,            372,      90100,          212,       34725
 426,      3344,         270,       1554,         6437,           3194,          3519,           636,             212,            401,      90525,          212,       35421
 427,      3366,         261,       1549,         6452,           3201,          3371,           637,             212,            368,      90951,          212,       35322
 428,      3374,         261,       1531,         6467,           3207,          3386,           639,             213,            371,      91378,          213,       35299
 429,      3382,         266,       1534,         6485,           3214,          3381,           640,             213,            372,      91806,          213,       35614
 430,      3389,         264,       1541,         6503,           3226,          3381,           641,             213,            370,      92235,          213,       35807
 431,      3406,         272,       1589,         6519,           3230,          3388,           642,             213,            370,      92665,          213,       36206
 432,      3412,         274,       1585,         6536,           3236,          3409,           643,             213,            373,      93096,          213,       36066
 433,      3452,         272,       1566,         6552,           3245,          3413,           645,             214,            370,      93528,          214,       36002
 434,      3441,         277,       1565,         6572,           3256,          3450,           646,             214,            373,      93961,          214,       36506
 435,      3462,         280,       1581,         6589,           3268,          3425,           647,             214,            377,      94395,          214,       36522
 436,      3472,         276,       1582,         6602,           3272,          3427,           648,             214,            374,      94830,          214,       36813
 437,      3473,         270,       1610,         6626,           3287,          3523,           649,             214,            378,      95266,          214,       36957
 438,      3463,         277,       1631,         6641,           3292,          3456,           650,             214,            376,      95703,          214,       36976
 439,      3475,         282,       1587,         6665,           3303,          3469,           651,             214,            378,      96141,          214,       37259
 440,      3508,         277,       1596,         6676,           3305,          3464,           652,             214,            376,      96580,          214,       37612
 441,      3496,         281,       1589,         6691,           3313,          3476,           655,             216,            381,      97020,          216,       37851
 442,      3515,         286,       1605,         6715,           3326,          3486,           656,             216,            377,      97461,          216,       37721
 443,      3511,         286,       1600,         6733,           3336,          3503,           657,             216,            382,      97903,          216,       37890
 444,      3519,         287,       1610,         6749,           3344,          3507,           658,             216,            381,      98346,          216,       38152
 445,      3515,         285,       1601,         6769,           3358,          3524,           659,             216,            385,      98790,          216,       38156
 446,      3524,         286,       1635,         6781,           3360,          3534,           660,             216,            382,      99235,          216,       38310
 447,      3524,         272,       1620,         6798,           3373,          3583,           661,             216,            381,      99681,          216,       38589
 448,      3521,         276,       1600,         6820,           3382,          3566,           662,             216,            395,     100128,          216,       39021
 449,      3541,         284,       1613,         6834,           3385,          3556,           663,             216,            383,     100576,          216,       38960
 450,      3558,         283,       1639,         6854,           3400,          3782,           665,             217,            398,     101025,          217,       39409
 451,      3569,         290,       1651,         6874,           3405,          3622,           668,             219,            402,     101475,          219,       39114
 452,      3580,         290,       1644,         6888,           3418,          3583,           669,             219,            387,     101926,          219,       40153
 453,      3586,         279,       1699,         6906,           3427,          3754,           670,             219,            404,     102378,          219,       39808
 454,      3603,         283,       1636,         6923,           3439,          3605,           671,             219,            386,     102831,          219,       39567
 455,      3619,         289,       1644,         6948,           3447,          3613,           673,             220,            389,     103285,          220,       40112
 456,      3627,         289,       1646,         6963,           3452,          3621,           674,             220,            391,     103740,          220,       39956
 457,      3647,         288,       1658,         6977,           3460,          3626,           675,             220,            388,     104196,          220,       40344
 458,      3643,         290,       1650,         6997,           3471,          3648,           676,             220,            388,     104653,          220,       40529
 459,      3670,         298,       1732,         7020,           3478,          3679,           678,             221,            390,     105111,          221,       40868
 460,      3704,         297,       1683,         7037,           3490,          3729,           680,             222,            391,     105570,          222,       41018
 461,      3698,         288,       1681,         7053,           3498,          3681,           683,             224,            391,     106030,          224,       40979
 462,      3670,         286,       1660,         7065,           3502,          3704,           684,             224,            393,     106491,          224,       41133
 463,      3698,         289,       1672,         7086,           3513,          3686,           685,             224,            396,     106953,          224,       41692
 464,      3685,         291,       1675,         7096,           3525,          3703,           686,             224,            398,     107416,          224,       41429
 465,      3700,         293,       1679,         7115,           3529,          3702,           687,             224,            398,     107880,          224,       41666
 466,      3709,         288,       1684,         7136,           3541,          3710,           688,             224,            394,     108345,          224,       41992
 467,      3728,         297,       1697,         7153,           3546,          3712,           689,             224,            396,     108811,          224,       42070
 468,      3736,         299,       1698,         7171,           3551,          3731,           690,             224,            393,     109278,          224,       42171
 469,      3733,         301,       1698,         7188,           3566,          3815,           691,             224,            413,     109746,          224,       42725
 470,      3766,         299,       1712,         7209,           3577,          3760,           692,             224,            404,     110215,          224,       42739
 471,      3773,         300,       1716,         7229,           3586,          3775,           694,             225,            403,     110685,          225,       42899
 472,      3767,         297,       1737,         7240,           3593,          4079,           696,             226,            419,     111156,          226,       43461
 473,      3808,         297,       1749,         7264,           3601,          3813,           697,             226,            401,     111628,          226,       43197
 474,      3813,         297,       1734,         7274,           3610,          3860,           698,             226,            404,     112101,          226,       43464
 475,      3832,         298,       1764,         7297,           3616,          3876,           699,             226,            419,     112575,          226,       43601
 476,      3828,         300,       1738,         7316,           3632,          3834,           702,             228,            420,     113050,          228,       43736
 477,      3818,         297,       1729,         7335,           3642,          3823,           703,             228,            406,     113526,          228,       43953
 478,      3821,         300,       1747,         7348,           3647,          3833,           704,             228,            405,     114003,          228,       44282
 479,      3872,         304,       1753,         7369,           3657,          3870,           706,             229,            406,     114481,          229,       44447
 480,      3891,         311,       1806,         7382,           3663,          3845,           708,             230,            411,     114960,          230,       44497
 481,      3899,         309,       1776,         7404,           3676,          3855,           712,             233,            414,     115440,          233,       45012
 482,      3881,         305,       1765,         7419,           3680,          3857,           713,             233,            411,     115921,          233,       45000
 483,      3886,         302,       1763,         7437,           3690,          3925,           714,             233,            414,     116403,          233,       45813
 484,      3907,         305,       1773,         7459,           3706,          3890,           716,             234,            412,     116886,          234,       45202
 485,      3914,         309,       1778,         7476,           3712,          3897,           718,             235,            414,     117370,          235,       45719
 486,      3913,         306,       1775,         7494,           3721,          3902,           719,             235,            415,     117855,          235,       45892
 487,      3927,         306,       1811,         7508,           3730,          3929,           720,             235,            416,     118341,          235,       46284
 488,      3930,         303,       1778,         7525,           3741,          3952,           722,             236,            416,     118828,          236,       46149
 489,      3940,         300,       1797,         7538,           3742,          3938,           723,             236,            420,     119316,          236,       46324
 490,      3961,         301,       1791,         7561,           3751,          3942,           724,             236,            424,     119805,          236,       46662
 491,      3938,         312,       1786,         7577,           3763,          3970,           726,             237,            417,     120295,          237,       46878
 492,      3952,         312,       1825,         7599,           3774,          4153,           727,             237,            424,     120786,          237,       47431
 493,      3988,         316,       1816,         7620,           3788,          3968,           729,             238,            421,     121278,          238,       47522
 494,      3995,         314,       1814,         7631,           3790,          3975,           730,             238,            421,     121771,          238,       47251
 495,      3994,         317,       1814,         7647,           3800,          3984,           731,             238,            423,     122265,          238,       47486
 496,      4013,         317,       1830,         7663,           3802,          4004,           732,             238,            420,     122760,          238,       47744
 497,      4016,         308,       1819,         7684,           3809,          3998,           733,             238,            422,     123256,          238,       47750
 498,      4041,         308,       1827,         7702,           3826,          4023,           734,             238,            426,     123753,          238,       48142
 499,      4074,         310,       1869,         7719,           3833,          4046,           736,             239,            422,     124251,          239,       48484
 500,      4082,         311,       1873,         7737,           3842,          4032,           739,             241,            431,     124750,          241,       48357
 501,      4100,         312,       1854,         7757,           3850,          4045,           742,             243,            430,     125250,          243,       48659
 502,      4126,         310,       1876,         7769,           3848,          4053,           743,             243,            430,     125751,          243,       49181
 503,      4095,         322,       1859,         7788,           3856,          4048,           744,             243,            431,     126253,          243,       48810
 504,      4105,         323,       1870,         7804,           3871,          4061,           745,             243,            428,     126756,          243,       49127
 505,      4119,         315,       1885,         7826,           3878,          4080,           746,             243,            433,     127260,          243,       49565
 506,      4107,         314,       1856,         7841,           3888,          4086,           748,             244,            432,     127765,          244,       49646
 507,      4140,         324,       1881,         7861,           3891,          4119,           751,             246,            436,     128271,          246,       50010
 508,      4141,         328,       1887,         7879,           3903,          4142,           752,             246,            434,     128778,          246,       50000
 509,      4139,         313,       1865,         7896,           3908,          4111,           753,             246,            434,     129286,          246,       50311
 510,      4153,         316,       1899,         7917,           3926,          4345,           754,             246,            440,     129795,          246,       50757
 511,      4169,         316,       1892,         7933,           3934,          4162,           755,             246,            440,     130305,          246,       50894
 512,      4183,         318,       1881,         7958,           3951,          4179,           756,             246,            440,     130816,          246,       51117
 513,      4198,         322,       1909,         7974,           3960,          4168,           758,             247,            438,     131328,          247,       51092
 514,      4209,         324,       1944,         7992,           3970,          4180,           760,             248,            437,     131841,          248,       51244
 515,      4190,         316,       1892,         8014,           3982,          4170,           764,             251,            444,     132355,          251,       51458
 516,      4201,         319,       1900,         8031,           3997,          4191,           765,             251,            442,     132870,          251,       51696
 517,      4258,         327,       1928,         8057,           4003,          4206,           766,             251,            447,     133386,          251,       51773
 518,      4257,         324,       1932,         8070,           4011,          4204,           767,             251,            442,     133903,          251,       52021
 519,      4207,         321,       1897,         8098,           4023,          4204,           770,             253,            443,     134421,          253,       52317
 520,      4216,         323,       1919,         8112,           4028,          4224,           771,             253,            444,     134940,          253,       52420
 521,      4255,         325,       1922,         8129,           4034,          4229,           772,             253,            447,     135460,          253,       52623
 522,      4243,         325,       1917,         8150,           4051,          4248,           773,             253,            458,     135981,          253,       53024
 523,      4269,         327,       1932,         8178,           4067,          4266,           775,             254,            449,     136503,          254,       53182
 524,      4282,         327,       1938,         8191,           4074,          4287,           778,             256,            450,     137026,          256,       53576
 525,      4300,         326,       1945,         8212,           4081,          4291,           782,             259,            458,     137550,          259,       53641
 526,      4298,         330,       1949,         8231,           4093,          4284,           783,             259,            452,     138075,          259,       53659
 527,      4326,         338,       1999,         8253,           4098,          4508,           784,             259,            471,     138601,          259,       54515
 528,      4313,         334,       1962,         8276,           4111,          4356,           785,             259,            455,     139128,          259,       54921
 529,      4304,         339,       1984,         8294,           4122,          4401,           786,             259,            468,     139656,          259,       55400
 530,      4337,         332,       1993,         8316,           4139,          4343,           788,             260,            474,     140185,          260,       55622
 531,      4323,         333,       1965,         8332,           4142,          4340,           789,             260,            458,     140715,          260,       55663
 532,      4353,         337,       2029,         8348,           4152,          4370,           790,             260,            459,     141246,          260,       55241
 533,      4362,         335,       2000,         8369,           4160,          4480,           791,             260,            458,     141778,          260,       55418
 534,      4367,         335,       1978,         8386,           4170,          4406,           792,             260,            456,     142311,          260,       55640
 535,      4377,         325,       1971,         8407,           4179,          4386,           793,             260,            460,     142845,          260,       55596
 536,      4400,         329,       1982,         8424,           4187,          4429,           795,             261,            460,     143380,          261,       56253
 537,      4383,         337,       1980,         8445,           4201,          4428,           798,             263,            463,     143916,          263,       56046
 538,      4391,         340,       1996,         8465,           4211,          4419,           799,             263,            462,     144453,          263,       56315
 539,      4422,         331,       1991,         8483,           4213,          4502,           800,             263,            507,     144991,          263,       56580
 540,      4446,         330,       2001,         8501,           4227,          4440,           801,             263,            463,     145530,          263,       56871
 541,      4423,         335,       1992,         8525,           4242,          4446,           802,             263,            466,     146070,          263,       56859
 542,      4454,         328,       2004,         8549,           4253,          4465,           803,             263,            467,     146611,          263,       56989
 543,      4457,         344,       2152,         8558,           4256,          4770,           804,             263,            487,     147153,          263,       58837
 544,      4475,         345,       2035,         8578,           4262,          4477,           805,             263,            472,     147696,          263,       57742
 545,      4478,         329,       2012,         8602,           4277,          4495,           806,             263,            468,     148240,          263,       57909
 546,      4516,         327,       2033,         8616,           4284,          4493,           807,             263,            465,     148785,          263,       58342
 547,      4506,         342,       2040,         8642,           4286,          4515,           809,             264,            468,     149331,          264,       58159
 548,      4513,         343,       2033,         8662,           4300,          4507,           812,             266,            466,     149878,          266,       58484
 549,      4496,         356,       2033,         8684,           4312,          4515,           816,             269,            473,     150426,          269,       58748
 550,      4545,         348,       2049,         8703,           4321,          4533,           821,             273,            478,     150975,          273,       59141
 551,      4538,         348,       2045,         8716,           4327,          4546,           822,             273,            476,     151525,          273,       59170
 552,      4534,         351,       2045,         8734,           4343,          4554,           823,             273,            478,     152076,          273,       59732
 553,      4545,         343,       2058,         8759,           4354,          4561,           824,             273,            484,     152628,          273,       59488
 554,      4594,         343,       2073,         8782,           4365,          4572,           825,             273,            475,     153181,          273,       59669
 555,      4562,         348,       2061,         8802,           4377,          4609,           827,             274,            485,     153735,          274,       60444
 556,      4572,         349,       2094,         8817,           4384,          4575,           828,             274,            482,     154290,          274,       60109
 557,      4613,         351,       2094,         8843,           4391,          4603,           829,             274,            482,     154846,          274,       60582
 558,      4626,         354,       2145,         8861,           4403,          4871,           833,             277,            504,     155403,          277,       61300
 559,      4637,         353,       2102,         8877,           4408,          4647,           834,             277,            489,     155961,          277,       60925
 560,      4643,         354,       2110,         8899,           4427,          4677,           835,             277,            483,     156520,          277,       61132
 561,      4678,         351,       2116,         8918,           4432,          4646,           836,             277,            485,     157080,          277,       61436
 562,      4692,         348,       2118,         8937,           4439,          4718,           837,             277,            490,     157641,          277,       61666
 563,      4666,         352,       2097,         8950,           4442,          4665,           838,             277,            489,     158203,          277,       61808
 564,      4668,         348,       2107,         8970,           4457,          4677,           839,             277,            485,     158766,          277,       61830
 565,      4659,         354,       2105,         8994,           4467,          4725,           840,             277,            488,     159330,          277,       62352
 566,      4668,         355,       2105,         9012,           4478,          4693,           841,             277,            486,     159895,          277,       62844
 567,      4703,         359,       2127,         9035,           4485,          4716,           842,             277,            488,     160461,          277,       62786
 568,      4714,         359,       2125,         9052,           4501,          4726,           843,             277,            496,     161028,          277,       63054
 569,      4675,         360,       2109,         9075,           4506,          4740,           845,             278,            491,     161596,          278,       63193
 570,      4711,         358,       2128,         9093,           4518,          4743,           846,             278,            499,     162165,          278,       63153
 571,      4777,         360,       2156,         9116,           4525,          4743,           847,             278,            489,     162735,          278,       63731
 572,      4745,         363,       2141,         9129,           4535,          4755,           848,             278,            494,     163306,          278,       63863
 573,      4713,         359,       2171,         9152,           4548,          4951,           849,             278,            511,     163878,          278,       65514
 574,      4721,         358,       2143,         9173,           4553,          4786,           850,             278,            503,     164451,          278,       64884
 575,      4816,         359,       2187,         9190,           4556,          4812,           851,             278,            496,     165025,          278,       64574
 576,      4794,         361,       2161,         9197,           4563,          4818,           853,             279,            497,     165600,          279,       64907
 577,      4805,         364,       2181,         9224,           4569,          4822,           855,             280,            498,     166176,          280,       65797
 578,      4825,         364,       2222,         9247,           4586,          4897,           858,             282,            509,     166753,          282,       66429
 579,      4824,         354,       2207,         9264,           4593,          4923,           859,             282,            512,     167331,          282,       66642
 580,      4830,         358,       2219,         9279,           4607,          4920,           860,             282,            512,     167910,          282,       67192
 581,      4834,         366,       2221,         9298,           4616,          4938,           861,             282,            508,     168490,          282,       67074
 582,      4871,         367,       2260,         9317,           4624,          4974,           863,             283,            510,     169071,          283,       67579
 583,      4845,         368,       2192,         9341,           4637,          4882,           864,             283,            505,     169653,          283,       66201
 584,      4850,         367,       2188,         9363,           4642,          4902,           865,             283,            499,     170236,          283,       66347
 585,      4879,         366,       2192,         9380,           4650,          4886,           866,             283,            502,     170820,          283,       66583
 586,      4882,         367,       2215,         9400,           4660,          4902,           869,             285,            504,     171405,          285,       66541
 587,      4897,         356,       2271,         9419,           4671,          5166,           870,             285,            545,     171991,          285,       67445
 588,      4898,         361,       2207,         9439,           4685,          4916,           871,             285,            508,     172578,          285,       67708
 589,      4903,         368,       2264,         9458,           4689,          5038,           872,             285,            515,     173166,          285,       67778
 590,      4917,         368,       2217,         9479,           4703,          4950,           875,             287,            509,     173755,          287,       67538
 591,      4950,         366,       2250,         9494,           4708,          4964,           876,             287,            504,     174345,          287,       67824
 592,      4956,         368,       2243,         9519,           4721,          4953,           877,             287,            506,     174936,          287,       67982
 593,      4925,         379,       2230,         9535,           4728,          4978,           878,             287,            509,     175528,          287,       68829
 594,      4929,         380,       2244,         9560,           4747,          5001,           880,             288,            509,     176121,          288,       68511
 595,      4980,         375,       2246,         9576,           4749,          5004,           882,             289,            510,     176715,          289,       68697
 596,      4991,         377,       2275,         9590,           4758,          4999,           883,             289,            513,     177310,          289,       68965
 597,      4960,         370,       2236,         9613,           4771,          5067,           884,             289,            509,     177906,          289,       69858
 598,      5001,         377,       2259,         9632,           4781,          5032,           885,             289,            514,     178503,          289,       70113
 599,      5026,         386,       2284,         9658,           4795,          5051,           886,             289,            510,     179101,          289,       70399
 600,      5042,         387,       2382,         9671,           4794,          5207,           887,             289,            519,     179700,          289,       69978
 601,      5016,         380,       2267,         9692,           4808,          5064,           888,             289,            514,     180300,          289,       70059
 602,      5025,         378,       2269,         9712,           4822,          5082,           890,             290,            518,     180901,          290,       70616
 603,      5071,         379,       2295,         9740,           4834,          5080,           892,             291,            517,     181503,          291,       71288
 604,      5058,         377,       2284,         9758,           4842,          5098,           896,             294,            519,     182106,          294,       71085
 605,      5071,         378,       2304,         9779,           4851,          5102,           897,             294,            515,     182710,          294,       70895
 606,      5099,         378,       2296,         9794,           4862,          5113,           898,             294,            519,     183315,          294,       71892
 607,      5077,         377,       2288,         9817,           4875,          5125,           899,             294,            519,     183921,          294,       71377
 608,      5086,         381,       2326,         9834,           4876,          5131,           900,             294,            519,     184528,          294,       72130
 609,      5100,         382,       2300,         9849,           4878,          5151,           902,             295,            519,     185136,          295,       72394
 610,      5103,         383,       2356,         9872,           4900,          5273,           903,             295,            536,     185745,          295,       73706
